name,serving_wt,kcal,carbo,protein,fat,company
카프리썬멀티비타민,200,120,30,0,0,농심
웰치포도주스,200,127,30,0.7,0.3,농심
웰치포도주스,200,254,60,1.4,0.6,농심
웰치청포도주스,200,110,26,0.7,0.4,농심
웰치청포도주스,200,220,52,1.4,0.8,농심
웰치오렌지주스,200,95,20,1.25,1.13,농심
웰치오렌지주스,200,190,40,2.5,2.25,농심
카프리썬오렌지망고맛,200,98.99,24.49,0.12,0.06,농심
카프리썬오렌지망고맛,200,197.98,48.99,0.25,0.12,농심
웰치그레이프맛,200,211.2,52.8,0,0,농심
웰치소다포도,200,103.66,25.92,0,0,농심
웰치소다포도,200,207.32,51.83,0,0,농심
웰치소다청포도,200,99.15,24.79,0,0,농심
웰치소다청포도,200,198.31,49.58,0,0,농심
웰치소다딸기,200,103.66,25.92,0,0,농심
웰치소다딸기,200,207.32,51.83,0,0,농심
파워오투애플키위향,200,31.84,7.6,0,0,농심
파워오투애플키위향,200,63.68,15.2,0,0,농심
파워오투오렌지레몬향,200,36.8,8.4,0,0,농심
파워오투오렌지레몬향,200,73.6,16.8,0,0,농심
파워오투스포츠레몬향,200,52,13.04,0,0,농심
파워오투스포츠레몬향,200,104,26.08,0,0,농심
카프리썬아이스티,200,60,15,0,0,농심
카프리썬아이스티,200,120,30,0,0,농심
튼튼케어초유+칼슘,30,120,20,5,2.5,대상(주)
튼튼케어초유+칼슘,30,600,100,25,12.5,대상(주)
청정원사과쨈,20,50,13,0,0,대상(주)
청정원사과쨈,20,50,13,0,0,대상(주)
청정원포도쨈,20,50,13,0,0,대상(주)
청정원포도쨈,20,50,13,0,0,대상(주)
청정원유기농블루베리쨈,20,48,12,0,0,대상(주)
청정원유기농블루베리쨈,20,48,12,0,0,대상(주)
청정원유기농딸기쨈,20,50,13,0,0,대상(주)
청정원유기농딸기쨈,20,50,13,0,0,대상(주)
청정원아이사랑딸기쨈,20,50,12,0,0,대상(주)
청정원아이사랑딸기쨈,20,50,12,0,0,대상(주)
청정원뿌까마또르담백한맛,30,58.7,5.22,2.61,2.74,대상(주)
청정원뿌까마또르담백한맛,30,76.56,6.81,3.4,3.57,대상(주)
우리쌀옛날소시지,30,50,8,2,1.2,대상(주)
우리쌀옛날소시지,30,50,8,2,1.2,대상(주)
청정원코코몽소시지,30,60,7,1,3,대상(주)
청정원코코몽소시지,30,60,7,1,3,대상(주)
청정원뿌까마또르,30,56.25,3.75,3,3.45,대상(주)
청정원뿌까마또르,30,42.19,2.81,2.25,2.59,대상(주)
쉐프원옥수수유,5,45,0,0,5,대상(주)
쉐프원옥수수유,5,2.25,0,0,0.25,대상(주)
쉐프원100%통참깨참기름,5,45,0,0,5,대상(주)
쉐프원100%통참깨참기름,5,2.25,0,0,0.25,대상(주)
청정원통참깨참기름,5,45,0,0,5,대상(주)
청정원통참깨참기름,5,2.25,0,0,0.25,대상(주)
쉐프원아이쑥쑥비타스쿨,5,45,0,0,5,대상(주)
쉐프원아이쑥쑥비타스쿨,5,2.25,0,0,0.25,대상(주)
쉐프원100%콩식용유,5,45,0,0,5,대상(주)
쉐프원100%콩식용유,5,2.25,0,0,0.25,대상(주)
청정원유기수라당면(중국OEM),20,68,16.8,0,0,대상(주)
청정원유기수라당면(중국OEM),20,54.4,13.44,0,0,대상(주)
민속당면,20,68,16.8,0,0,대상(주)
민속당면,20,54.4,13.44,0,0,대상(주)
뷰티칼로리면하노이국수,100,46.3,9.8,1,0.3,대상(주)
뷰티칼로리면하노이국수,100,22.59,4.78,0.49,0.15,대상(주)
뷰티칼로리면잔치국수,100,46.3,10.2,1,0.2,대상(주)
뷰티칼로리면잔치국수,100,22.59,4.98,0.49,0.1,대상(주)
뷰티칼로리면토마토스파게티,100,58.5,6.8,1.1,3,대상(주)
뷰티칼로리면토마토스파게티,100,22.08,2.57,0.42,1.13,대상(주)
뷰티카로리면콩국수,100,78,10.2,5.4,1.7,대상(주)
뷰티카로리면콩국수,100,38.05,4.98,2.63,0.83,대상(주)
뷰티칼로리면야끼우동,100,57.8,9.8,1.4,1.5,대상(주)
뷰티칼로리면야끼우동,100,26.76,4.54,0.65,0.69,대상(주)
뷰티칼로리면비빔면,120,74.64,12.84,1.08,2.28,대상(주)
뷰티칼로리면비빔면,120,39.81,6.85,0.58,1.22,대상(주)
뷰티칼로리면볶음짬뽕,120,84.96,10.92,1.68,3.84,대상(주)
뷰티칼로리면볶음짬뽕,120,46.55,5.98,0.92,2.1,대상(주)
뷰티칼로리면메밀소바,100,50.5,12,0.5,0,대상(주)
뷰티칼로리면메밀소바,100,23.17,5.5,0.23,0,대상(주)
뷰티칼로리면새싹동치미물냉면,100,50.5,12.4,1,0,대상(주)
뷰티칼로리면새싹동치미물냉면,100,23.17,5.69,0.46,0,대상(주)
청정원오푸드유기농소면,100,365,76,11,2,대상(주)
청정원오푸드유기농소면,100,365,76,11,2,대상(주)
청정원오푸드유기농녹차소면,100,360,76,11,1.5,대상(주)
청정원오푸드유기농녹차소면,100,360,76,11,1.5,대상(주)
청정원찰진국수(중면),100,370,78,11,1.5,대상(주)
청정원찰진국수(중면),100,370,78,11,1.5,대상(주)
청정원우리밀찰진국수,100,350,76,12,0,대상(주)
청정원우리밀찰진국수,100,350,76,12,0,대상(주)
청정원찰진국수(소면),100,370,78,11,1.5,대상(주)
청정원찰진국수(소면),100,370,78,11,1.5,대상(주)
유기농소면,120,420.61,89.69,14.98,0.21,대상(주)
유기농소면,120,504.73,107.63,17.98,0.25,대상(주)
청정원유기수라당면,20,69.45,17.3,0.03,0.01,대상(주)
청정원유기수라당면,20,13.89,3.46,0.01,0,대상(주)
엄마가선택한클로렐라(오렌지맛),200,100,22,0,1,대상(주)
엄마가선택한클로렐라(오렌지맛),200,200,44,0,2,대상(주)
롱앤키생과일딸기,200,150,36,2,0,대상(주)
롱앤키생과일딸기,200,250,60,3.33,0,대상(주)
홍초와양파,200,120,30,0,0,대상(주)
홍초와양파,200,240,60,0,0,대상(주)
와일드아사이,200,130,26,0,1.6,대상(주)
와일드아사이,200,371.43,74.29,0,4.57,대상(주)
장편한녹즙,200,80,20,2,0,대상(주)
장편한녹즙,200,133.33,33.33,3.33,0,대상(주)
롱앤키케일,200,80,20,2,0,대상(주)
롱앤키케일,200,133.33,33.33,3.33,0,대상(주)
어린보리잎과발아현미,200,60,16,2,0,대상(주)
어린보리잎과발아현미,200,100,26.67,3.33,0,대상(주)
웰코미트로피컬후르츠,200,140,34,5.8,0,대상(주)
웰코미트로피컬후르츠,200,350,85,14.5,0,대상(주)
알로에,200,200,50,0,0,대상(주)
알로에,200,400,100,0,0,대상(주)
데일리업식물혼합Ex엑스,200,90,22,0,0,대상(주)
데일리업식물혼합Ex엑스,200,180,44,0,0,대상(주)
콜라겐,200,160,30,10,0,대상(주)
콜라겐,200,320,60,20,0,대상(주)
석류,200,110,26,0,0,대상(주)
석류,200,220,52,0,0,대상(주)
홍삼순액100,150,0,1.5,0,0,대상(주)
홍삼순액100,150,0,4.5,0,0,대상(주)
홍삼진액,150,0,1.5,0,0,대상(주)
홍삼진액,150,0,4.5,0,0,대상(주)
홍삼기력골드프리미엄,150,90,21,0,0,대상(주)
홍삼기력골드프리미엄,150,270,63,0,0,대상(주)
청정원홍초산수유,150,270,72,0,0,대상(주)
청정원홍초산수유,150,1620,432,0,0,대상(주)
청정원홍초체리,150,240,66,0,0,대상(주)
청정원홍초체리,150,1440,396,0,0,대상(주)
청정원홍초백년초,150,240,60,0,0,대상(주)
청정원홍초백년초,150,1440,360,0,0,대상(주)
청정원홍초마테레몬,150,180,48,0,0,대상(주)
청정원홍초마테레몬,150,1080,288,0,0,대상(주)
청정원홍초매실,150,300,78,0,0,대상(주)
청정원홍초매실,150,1800,468,0,0,대상(주)
청정원홍초오디,150,210,60,0,0,대상(주)
청정원홍초오디,150,1260,360,0,0,대상(주)
청정원홍초아이스블루베리,150,61.5,16.5,0,0,대상(주)
청정원홍초아이스블루베리,150,369,99,0,0,대상(주)
청정원홍초아이스석류,150,63,16.5,0,0,대상(주)
청정원홍초아이스석류,150,378,99,0,0,대상(주)
콜라겐엘라스틱,200,130,18,16,0,대상(주)
콜라겐엘라스틱,200,371.43,51.43,45.71,0,대상(주)
발효홍삼6년근,200,50,12,0,0,대상(주)
발효홍삼6년근,200,125,30,0,0,대상(주)
뉴케어하루영양愛(애)고구마맛,200,200,38,5,6,대상(주)
뉴케어하루영양愛(애)고구마맛,200,200,38,5,6,대상(주)
뉴케어하루영양愛(애)고소한맛,200,200,38,5,6,대상(주)
뉴케어하루영양愛(애)고소한맛,200,200,38,5,6,대상(주)
마이씨크릿젤,200,142,46,0,0,대상(주)
마이씨크릿젤,200,811.43,262.86,0,0,대상(주)
레디톡,200,340,84,0.8,2,대상(주)
레디톡,200,200,49.41,0.47,1.18,대상(주)
청정원홍초복분자,150,210,60,0,0,대상(주)
청정원홍초복분자,150,1260,360,0,0,대상(주)
청정원홍초석류,150,210,54,0,0,대상(주)
청정원홍초석류,150,1260,324,0,0,대상(주)
청정원홍초블루베리,150,240,60,0,0,대상(주)
청정원홍초블루베리,150,1440,360,0,0,대상(주)
마이다이어트레시피모닝쉐이크,35,105,17.85,6.3,2.1,대상(주)
마이다이어트레시피모닝쉐이크,35,105,17.85,6.3,2.1,대상(주)
뉴케어토로미퍼펙트,200,560,180,2,0,대상(주)
뉴케어토로미퍼펙트,200,560,180,2,0,대상(주)
마이다이어트레시피나이트쉐이크,35,105,17.85,2.8,2.1,대상(주)
마이다이어트레시피나이트쉐이크,35,105,17.85,2.8,2.1,대상(주)
뉴케어프로틴퍼펙트,10,38,0.5,9,0,대상(주)
뉴케어프로틴퍼펙트,10,38,0.5,9,0,대상(주)
뉴케어KD+,200,400,49,15,17,대상(주)
뉴케어KD+,200,400,49,15,17,대상(주)
뉴케어하이프로틴,200,200,24,13,6,대상(주)
뉴케어하이프로틴,200,200,24,13,6,대상(주)
뉴케어홍삼맛,200,200,31,7,6,대상(주)
뉴케어홍삼맛,200,200,31,7,6,대상(주)
뉴케어커피맛,200,200,30,7,6,대상(주)
뉴케어커피맛,200,200,30,7,6,대상(주)
뉴케어칼로리1.5,200,300,41,13,10,대상(주)
뉴케어칼로리1.5,200,300,41,13,10,대상(주)
뉴케어딸기맛,200,200,30,7,6,대상(주)
뉴케어딸기맛,200,200,30,7,6,대상(주)
뉴케어검은깨,200,200,31,7,6,대상(주)
뉴케어검은깨,200,200,31,7,6,대상(주)
뉴케어KD,200,400,64,6,14,대상(주)
뉴케어KD,200,400,64,6,14,대상(주)
뉴케어화이바,200,200,28,8,7,대상(주)
뉴케어화이바,200,200,28,8,7,대상(주)
뉴케어당뇨식,200,200,22,9,9.56,대상(주)
뉴케어당뇨식,200,200,22,9,9.56,대상(주)
뉴케어구수한맛,200,200,30,7,6,대상(주)
뉴케어구수한맛,200,200,30,7,6,대상(주)
뉴케어300TF,200,200,29,8,6,대상(주)
뉴케어300TF,200,200,29,8,6,대상(주)
알지파워5000,16.7,66.8,7.35,5.01,0.17,대상(주)
알지파워5000,16.7,66.8,7.35,5.01,0.17,대상(주)
뉴케어큐랙트,27,103.95,10.8,15.12,0,대상(주)
뉴케어큐랙트,27,103.95,10.8,15.12,0,대상(주)
청정원버섯크림스파게티소스,100,170,8,3,14,대상(주)
청정원버섯크림스파게티소스,100,170,8,3,14,대상(주)
청정원베이컨&까망베르까르보나라스파게티소스,100,165,7,3,14,대상(주)
청정원베이컨&까망베르까르보나라스파게티소스,100,165,7,3,14,대상(주)
청정원새송이버섯&고르곤졸라스파게티소스,100,150,7,3,12,대상(주)
청정원새송이버섯&고르곤졸라스파게티소스,100,150,7,3,12,대상(주)
청정원매콤한삼선짜장,120,110,16,4,3.33,대상(주)
청정원매콤한삼선짜장,120,132,19.2,4.8,4,대상(주)
청정원스파이시오리엔탈드레싱소스(상온),100,160,15,2,10,대상(주)
청정원스파이시오리엔탈드레싱소스(상온),100,160,15,2,10,대상(주)
청정원피자소스1호,100,143.6,21,4.1,4.8,대상(주)
청정원피자소스1호,100,143.6,21,4.1,4.8,대상(주)
청정원스파게티소스1호,100,67.2,9.5,2.8,2,대상(주)
청정원스파게티소스1호,100,67.2,9.5,2.8,2,대상(주)
청정원카레여왕약간매운맛,200,924.4,101.8,18.6,49.2,대상(주)
청정원카레여왕약간매운맛,200,1848.8,203.6,37.2,98.4,대상(주)
청정원렌지짱매운홍닭,100,177.5,24,8,5.5,대상(주)
청정원렌지짱매운홍닭,100,177.5,24,8,5.5,대상(주)
청정원렌지짱미트볼,100,186,17,7,10,대상(주)
청정원렌지짱미트볼,100,186,17,7,10,대상(주)
청정원렌지짱숯불떡갈비,100,173,11,7.5,11,대상(주)
청정원렌지짱숯불떡갈비,100,173,11,7.5,11,대상(주)
청정원아침에먹는단팥죽,100,116,25.2,4,0,대상(주)
청정원아침에먹는단팥죽,100,116,25.2,4,0,대상(주)
청정원아침에먹는호박죽,100,75,17.08,1.25,0.29,대상(주)
청정원아침에먹는호박죽,100,75,17.08,1.25,0.29,대상(주)
청정원아침에먹는쇠고기버섯죽,100,54.17,10.42,2.08,0.42,대상(주)
청정원아침에먹는쇠고기버섯죽,100,54.17,10.42,2.08,0.42,대상(주)
청정원아침에먹는전복소라죽,100,52.08,10.42,2.08,0.29,대상(주)
청정원아침에먹는전복소라죽,100,52.08,10.42,2.08,0.29,대상(주)
청정원아침에먹는흑임자죽,100,72.92,9.58,2.08,2.92,대상(주)
청정원아침에먹는흑임자죽,100,72.92,9.58,2.08,2.92,대상(주)
청정원옛날식짜장,100,108.33,14.44,2.78,4.44,대상(주)
청정원옛날식짜장,100,108.33,14.44,2.78,4.44,대상(주)
청정원오리엔탈드레싱(상온),100,205,13,2,16,대상(주)
청정원오리엔탈드레싱(상온),100,205,13,2,16,대상(주)
청정원치즈크림스파게티소스,100,185,7,3,16,대상(주)
청정원치즈크림스파게티소스,100,185,7,3,16,대상(주)
청정원카레여왕토마토&치킨,100,100,13.57,3.57,3.57,대상(주)
청정원카레여왕토마토&치킨,100,100,13.57,3.57,3.57,대상(주)
청정원진한케찹,100,110,26,2,0,대상(주)
청정원진한케찹,100,110,26,2,0,대상(주)
청정원우리아이케찹,100,135,32,2,0,대상(주)
청정원우리아이케찹,100,135,32,2,0,대상(주)
청정원케찹골드,100,90,22,1,0,대상(주)
청정원케찹골드,100,90,22,1,0,대상(주)
청정원프렌치발사믹드레싱(상온),100,280,20,0.5,22,대상(주)
청정원프렌치발사믹드레싱(상온),100,280,20,0.5,22,대상(주)
청정원뷰티칼로리면볶음짬뽕,120,84.93,10.96,1.64,3.84,대상(주)
청정원뷰티칼로리면볶음짬뽕,120,101.92,13.15,1.97,4.6,대상(주)
청정원뷰티칼로리면잔치국수,100,46.34,10.24,0.98,0.24,대상(주)
청정원뷰티칼로리면잔치국수,100,46.34,10.24,0.98,0.24,대상(주)
청정원뷰티칼로리면하노이누들,100,46.34,9.76,0.98,0.34,대상(주)
청정원뷰티칼로리면하노이누들,100,46.34,9.76,0.98,0.34,대상(주)
청정원뷰티칼로리면비빔면,120,74.67,12.8,1.07,2.24,대상(주)
청정원뷰티칼로리면비빔면,120,89.6,15.36,1.28,2.69,대상(주)
청정원뷰티칼로리면새싹동치미물냉면,100,50.46,12.39,0.37,0,대상(주)
청정원뷰티칼로리면새싹동치미물냉면,100,50.46,12.39,0.37,0,대상(주)
청정원민속당면,20,72,17.6,0,0,대상(주)
청정원민속당면,20,14.4,3.52,0,0,대상(주)
청정원민속자른당면,20,72,17.6,0,0,대상(주)
청정원민속자른당면,20,14.4,3.52,0,0,대상(주)
청정원뷰티칼로리면메밀소바,100,48.17,11.93,0.46,0,대상(주)
청정원뷰티칼로리면메밀소바,100,48.17,11.93,0.46,0,대상(주)
청정원뷰티칼로리면야끼우동,120,69.44,11.67,1.67,1.83,대상(주)
청정원뷰티칼로리면야끼우동,120,83.33,14,2,2.2,대상(주)
청정원유기농수라당면,20,68,16.8,0,0,대상(주)
청정원유기농수라당면,20,13.6,3.36,0,0,대상(주)
청정원유기농소면,100,365,76,11,2,대상(주)
청정원유기농소면,100,365,76,11,2,대상(주)
청정원유기농녹차소면,100,360,76,11,15,대상(주)
청정원유기농녹차소면,100,360,76,11,15,대상(주)
청정원쌀올리고당,100,320,81,0,0,대상(주)
청정원쌀올리고당,100,320,81,0,0,대상(주)
청정원요리올리고당,100,310,78,0,0,대상(주)
청정원요리올리고당,100,310,78,0,0,대상(주)
청정원올리고당,100,310,79,0,0,대상(주)
청정원올리고당,100,310,79,0,0,대상(주)
청정원사과올리고당,100,320,81,0,0,대상(주)
청정원사과올리고당,100,320,81,0,0,대상(주)
청정원홍초복분자,150,240,63,0,0,대상(주)
청정원홍초복분자,150,360,94.5,0,0,대상(주)
청정원홍초블루베리,150,240,60,0,0,대상(주)
청정원홍초블루베리,150,360,90,0,0,대상(주)
청정원홍초석류,150,240,64.8,0,0,대상(주)
청정원홍초석류,150,360,97.2,0,0,대상(주)
청정원유기농현미식초,100,0,0,0,0,대상(주)
청정원유기농현미식초,100,0,0,0,0,대상(주)
청정원유기농사과식초,100,0,0,0,0,대상(주)
청정원유기농사과식초,100,0,0,0,0,대상(주)
청정원유기농황설탕,5,20,5,0,0,대상(주)
청정원유기농황설탕,5,1,0.25,0,0,대상(주)
청정원유기농흑설탕,5,20,5,0,0,대상(주)
청정원유기농흑설탕,5,1,0.25,0,0,대상(주)
청정원뿌까마또르플러스,30,60,4,3,3.5,대상(주)
청정원뿌까마또르플러스,30,18,1.2,0.9,1.05,대상(주)
청정원유기농보리차,200,0,0,0,0,대상(주)
청정원유기농보리차,200,0,0,0,0,대상(주)
청정원유기농옥수수차,200,0,0,0,0,대상(주)
청정원유기농옥수수차,200,0,0,0,0,대상(주)
청정원유기농100%국내산우리아이보리차,100,0,0,0,0,대상(주)
청정원유기농100%국내산우리아이보리차,100,0,0,0,0,대상(주)
청정원유기농옥수수수염차,200,0,0,0,0,대상(주)
청정원유기농옥수수수염차,200,0,0,0,0,대상(주)
청정원옥수수유,5,45,0,0,5,대상(주)
청정원옥수수유,5,2.25,0,0,0.25,대상(주)
청정원올리브유,100,900,0,0,100,대상(주)
청정원올리브유,100,900,0,0,100,대상(주)
청정원포도씨유,5,45,0,0,5,대상(주)
청정원포도씨유,5,2.25,0,0,0.25,대상(주)
청정원유기농올리브유,5,45,0,0,5,대상(주)
청정원유기농올리브유,5,2.25,0,0,0.25,대상(주)
청정원감자수제비물만두,150,291.67,30.56,14.81,12.04,대상(주)
청정원감자수제비물만두,150,437.5,45.83,22.22,18.06,대상(주)
청정원떡&군만두,150,307.5,46.5,7.5,10.5,대상(주)
청정원떡&군만두,150,461.25,69.75,11.25,15.75,대상(주)
청정원상하이식짬뽕밥,100,310,62,7,3.9,대상(주)
청정원상하이식짬뽕밥,100,310,62,7,3.9,대상(주)
청정원얼큰육개장국밥,100,300,65,6,2,대상(주)
청정원얼큰육개장국밥,100,300,65,6,2,대상(주)
청정원사골미역국밥,100,285,62,5,1.9,대상(주)
청정원사골미역국밥,100,285,62,5,1.9,대상(주)
청정원포도잼,20,50,12,0,0,대상(주)
청정원포도잼,20,10,2.4,0,0,대상(주)
청정원사과잼,20,50,12,0,0,대상(주)
청정원사과잼,20,10,2.4,0,0,대상(주)
청정원후르츠잼,20,50,13,0,0,대상(주)
청정원후르츠잼,20,10,2.6,0,0,대상(주)
청정원유기농딸기잼,20,50,13,0,0,대상(주)
청정원유기농딸기잼,20,10,2.6,0,0,대상(주)
청정원유기농블루베리잼,20,48,12,0,0,대상(주)
청정원유기농블루베리잼,20,9.6,2.4,0,0,대상(주)
청정원그린키위드레싱소스(냉장),100,120,26,0,2,대상(주)
청정원그린키위드레싱소스(냉장),100,120,26,0,2,대상(주)
청정원블루베리드레싱소스(냉장),100,125,27,0,2,대상(주)
청정원블루베리드레싱소스(냉장),100,125,27,0,2,대상(주)
청정원1000아일랜드드레싱(냉장),15,35.25,1.65,0.12,3.15,대상(주)
청정원1000아일랜드드레싱(냉장),15,5.29,0.25,0.02,0.47,대상(주)
청정원밥물이다르다강황우린물로만든통새우볶음밥,100,146.67,28.89,3.11,2.22,대상(주)
청정원밥물이다르다강황우린물로만든통새우볶음밥,100,146.67,28.89,3.11,2.22,대상(주)
청정원밥물이다르다표고버섯우린물로만든닭가슴살볶음밥,100,151.11,28.89,4,2.22,대상(주)
청정원밥물이다르다표고버섯우린물로만든닭가슴살볶음밥,100,151.11,28.89,4,2.22,대상(주)
청정원밥물이다르다황태우린물로만든계란야채볶음밥,100,160,31.11,3.11,2.67,대상(주)
청정원밥물이다르다황태우린물로만든계란야채볶음밥,100,160,31.11,3.11,2.67,대상(주)
청정원유기농부침가루,100,350,76,8,1.5,대상(주)
청정원유기농부침가루,100,350,76,8,1.5,대상(주)
양송이스프,100,383.9,77.3,6.3,5.5,대상(주)
양송이스프,100,383.9,77.3,6.3,5.5,대상(주)
청정원카레여왕비프,200,330,36,14,14,대상(주)
청정원카레여왕비프,200,412.5,45,17.5,17.5,대상(주)
청정원카레여왕스위트,200,420,54,10,18,대상(주)
청정원카레여왕스위트,200,466.67,60,11.11,20,대상(주)
청정원옛날식짜장,180,351,46.8,9,14.4,대상(주)
청정원옛날식짜장,180,351,46.8,9,14.4,대상(주)
숯불떡갈비,200,692,44,30,44,대상(주)
숯불떡갈비,200,692,44,30,44,대상(주)
버섯크림스파게티소스,100,170,8,3,14,대상(주)
버섯크림스파게티소스,100,170,8,3,14,대상(주)
새송이버섯&갈릭고르곤졸라스파게티소스,100,150,7,3,12,대상(주)
새송이버섯&갈릭고르곤졸라스파게티소스,100,150,7,3,12,대상(주)
베이컨&까망베르까르보나라스파게티소스,100,165,7,3,14,대상(주)
베이컨&까망베르까르보나라스파게티소스,100,165,7,3,14,대상(주)
손맛살린만찬왕만두,150,360,33,16.5,18,대상(주)
손맛살린만찬왕만두,150,385.71,35.36,17.68,19.29,대상(주)
청정원스파게티(SPAGHETTI),100,360.14,77.19,12.45,0.18,대상(주)
청정원스파게티(SPAGHETTI),100,360.14,77.19,12.45,0.18,대상(주)
청정원옛날식짜장,180,196.02,25.92,5.04,7.92,대상(주)
