name,serving_wt,kcal,carbo,protein,fat,company
치피바베큐향-바베큐향4%,30,37.2,3.3,0.3,2.4,케이피라인(주)
치피바베큐향-바베큐향4%,30,50.73,4.5,0.41,3.27,케이피라인(주)
치피칠리앤치즈(칠리앤치즈시즈닝12.25%),30,51,4.8,0.6,3.3,케이피라인(주)
치피칠리앤치즈(칠리앤치즈시즈닝12.25%),30,51,4.8,0.6,3.3,케이피라인(주)
수퍼바왕콘스낵-옥수수85.2%,30,36,4.8,0.9,1.5,케이피라인(주)
수퍼바왕콘스낵-옥수수85.2%,30,43.2,5.76,1.08,1.8,케이피라인(주)
크롤리푸드버터크림크레커(버터향1.2%),30,39,4.8,0.6,1.8,케이피라인(주)
크롤리푸드버터크림크레커(버터향1.2%),30,46.8,5.76,0.72,2.16,케이피라인(주)
프리마토스트,30,39,6.6,0.9,1.05,케이피라인(주)
프리마토스트,30,39,6.6,0.9,1.05,케이피라인(주)
엠.와이.썬스카이플렉스크레커,30,36,4.8,0.6,1.5,케이피라인(주)
엠.와이.썬스카이플렉스크레커,30,43.2,5.76,0.72,1.8,케이피라인(주)
스카이플렉스크레커컨덴서더향-인공컨덴서더향0.3%,30,45,5.7,0.6,2.1,케이피라인(주)
스카이플렉스크레커컨덴서더향-인공컨덴서더향0.3%,30,45,5.7,0.6,2.1,케이피라인(주)
라라피쉬크래커-황돔13%함유,30,19.8,3,0.6,0.9,케이피라인(주)
라라피쉬크래커-황돔13%함유,30,11.88,1.8,0.36,0.54,케이피라인(주)
뮨처코티드그린피즈-완두콩72%,30,99,12,4.2,3.9,케이피라인(주)
뮨처코티드그린피즈-완두콩72%,30,42.43,5.14,1.8,1.67,케이피라인(주)
피아토스로드하우스바베큐-인공바베큐향3%,30,63.9,8.1,0.45,3.3,케이피라인(주)
피아토스로드하우스바베큐-인공바베큐향3%,30,44.58,5.65,0.31,2.3,케이피라인(주)
"크롤리푸드버터크림초콜릿크레커(코코아분말3%,버터향1.5%)",30,42,4.5,0.3,2.4,케이피라인(주)
"크롤리푸드버터크림초콜릿크레커(코코아분말3%,버터향1.5%)",30,50.4,5.4,0.36,2.88,케이피라인(주)
치즈컬즈,30,49.5,3.9,0.54,3.3,케이피라인(주)
치즈컬즈,30,53.04,4.18,0.58,3.54,케이피라인(주)
썬플라워크레커버터향-버터향0.04%,30,37.5,4.2,0.6,1.8,케이피라인(주)
썬플라워크레커버터향-버터향0.04%,30,41.67,4.67,0.67,2,케이피라인(주)
잭앤질치즈컬즈-치즈분말12.46%,70,115.5,9.1,1.26,7.7,케이피라인(주)
잭앤질치즈컬즈-치즈분말12.46%,70,288.75,22.75,3.15,19.25,케이피라인(주)
듀베리스트로베리(딸기쥬스농축물0.123%),30,45,6.75,0.45,1.8,케이피라인필립스(주)
듀베리스트로베리(딸기쥬스농축물0.123%),30,40.91,6.14,0.41,1.64,케이피라인필립스(주)
듀베리블루베리(블루베리쥬스농축물0.123%),30,45,6.75,0.45,1.8,케이피라인필립스(주)
듀베리블루베리(블루베리쥬스농축물0.123%),30,40.91,6.14,0.41,1.64,케이피라인필립스(주)
폴보론쿠키앤크림-쿠키앤크림10%,30,57,7.8,1.2,2.4,케이피라인필립스(주)
폴보론쿠키앤크림-쿠키앤크림10%,30,43.85,6,0.92,1.85,케이피라인필립스(주)
폴보론클래식,30,57,7.5,1.2,2.4,케이피라인필립스(주)
폴보론클래식,30,43.85,5.77,0.92,1.85,케이피라인필립스(주)
노바멀티그레인스낵,30,54.6,8.1,1.2,1.95,케이피라인필립스(주)
노바멀티그레인스낵,30,42,6.23,0.92,1.5,케이피라인필립스(주)
말키스트크래커,30,43.5,6.48,0.99,1.5,코르방라오산피브이티(주)
말키스트크래커,30,43.5,6.48,0.99,1.5,코르방라오산피브이티(주)
세필스,30,45.3,6.3,1.5,3,코르방라오산피브이티(주)
세필스,30,45.3,6.3,1.5,3,코르방라오산피브이티(주)
크루푹미니슈퍼,30,52.5,7.8,0.6,2.1,코르방라오산피브이티(주)
크루푹미니슈퍼,30,39.38,5.85,0.45,1.58,코르방라오산피브이티(주)
크루북켐플랑고랭,30,48.6,4.2,1.2,3,코르방라오산피브이티(주)
크루북켐플랑고랭,30,48.6,4.2,1.2,3,코르방라오산피브이티(주)
크루북팔엔방바왕,30,35.4,4.2,0.6,1.8,코르방라오산피브이티(주)
크루북팔엔방바왕,30,21.24,2.52,0.36,1.08,코르방라오산피브이티(주)
끄리픽템빼,30,34.5,5.85,1.26,0.63,코르방라오산피브이티(주)
끄리픽템빼,30,34.5,5.85,1.26,0.63,코르방라오산피브이티(주)
왕자과자,30,15.9,3.6,0,0,코리아유통
왕자과자,30,15.9,3.6,0,0,코리아유통
미닛메이드프리미엄오리지널포도100플러스,200,99,23.63,0.3,0.36,코카콜라음료
미닛메이드프리미엄오리지널포도100플러스,200,198,47.26,0.6,0.73,코카콜라음료
미닛메이드프리미엄오리지널제주감귤플러스,200,84.68,20.26,0.28,0.28,코카콜라음료
미닛메이드프리미엄오리지널제주감귤플러스,200,169.36,40.53,0.57,0.56,코카콜라음료
글라소비타민워터포커스,200,34.75,8.26,0,0.19,코카콜라음료
글라소비타민워터포커스,200,69.49,16.51,0,0.38,코카콜라음료
코코호도,30,91.03,15.69,1.77,2.36,코코호도
코코호도,30,27.31,4.71,0.53,0.71,코코호도
호두과자,100,337.12,50.83,7.04,11.74,코코호도
포테이토라이스크립스사워크림향앤양파향,30,42,5.34,0.54,2.04,키즈웰
포테이토라이스크립스사워크림향앤양파향,30,45,5.72,0.58,2.19,키즈웰
포테이토라이스크립스오리지날,30,46.2,4.62,0.48,2.67,키즈웰
포테이토라이스크립스오리지날,30,49.5,4.95,0.51,2.86,키즈웰
또띨라칩나쵸치즈맛,30,45,6,0.6,2.1,키즈웰
또띨라칩나쵸치즈맛,30,45,6,0.6,2.1,키즈웰
카라멜향팝콘,20,21,4.6,0.2,0.2,키즈웰
카라멜향팝콘,20,15,3.29,0.14,0.14,키즈웰
크립스오리지날,30,43.5,4.92,0.75,2.31,키즈웰
크립스오리지날,30,46.61,5.27,0.8,2.47,키즈웰
루니풋로리팝,10,6.4,1.6,0,0,키즈웰
루니풋로리팝,10,4,1,0,0,키즈웰
블루베리아몬드버터쿠키,30,46.2,5.4,0.72,2.4,키즈웰
블루베리아몬드버터쿠키,30,46.2,5.4,0.72,2.4,키즈웰
또띨라칩(오리지날),30,45,6,0.6,2.1,키즈웰
또띨라칩(오리지날),30,45,6,0.6,2.1,키즈웰
멀티그레인롤13곡,30,40.5,4.8,0.6,2.1,키즈웰
멀티그레인롤13곡,30,40.5,4.8,0.6,2.1,키즈웰
멀티그레인롤13곡,30,40.5,4.8,0.6,2.1,키즈웰
멀티그레인롤13곡,30,40.5,4.8,0.6,2.1,키즈웰
미니크런치타코쉘,30,34.8,5.4,0.6,1.2,타코하우스(TACO HOUSE)
미니크런치타코쉘,30,58,9,1,2,타코하우스(TACO HOUSE)
왈코스낵,30,25.5,4.2,0.3,0.9,태양유통
왈코스낵,30,38.25,6.3,0.45,1.35,태양유통
그래놀라트레일건크랜베리믹스,30,37.2,4.8,0.9,1.8,탠덤에프앤비
그래놀라트레일건크랜베리믹스,30,37.2,4.8,0.9,1.8,탠덤에프앤비
그래놀라트레일코코아믹스,30,33,5.1,0.9,1.2,탠덤에프앤비
그래놀라트레일코코아믹스,30,33,5.1,0.9,1.2,탠덤에프앤비
그래놀라트레일건블루베리믹스,30,37.2,4.8,0.9,1.8,탠덤에프앤비
그래놀라트레일건블루베리믹스,30,37.2,4.8,0.9,1.8,탠덤에프앤비
그래놀라트레일바나나믹스,30,39,4.8,0.9,2.1,탠덤에프앤비
그래놀라트레일바나나믹스,30,39,4.8,0.9,2.1,탠덤에프앤비
아리랑토리랑팥죽,235,491.15,105.75,14.1,1.18,토리식품
아리랑토리랑팥죽,235,491.15,105.75,14.1,1.18,토리식품
우리밀경주빵,70,193.66,41.18,5.18,0.92,토방식품(주)
우리밀경주빵,70,135.56,28.82,3.63,0.64,토방식품(주)
재커포테이토크리습토마토맛,30,43.2,5.13,0.54,2.28,토요무역
재커포테이토크리습토마토맛,30,46.29,5.5,0.58,2.44,토요무역
라이스크리스피트리트스ORIGINAL,30,27,5.1,0.3,0.6,토요무역
라이스크리스피트리트스ORIGINAL,30,36.82,6.95,0.41,0.82,토요무역
라이스크리스피트리트스CHOCOLATEYDRIZZLE,30,30,5.1,0.3,0.9,토요무역
라이스크리스피트리트스CHOCOLATEYDRIZZLE,30,40.91,6.95,0.41,1.23,토요무역
라이스크리스피트리트스STRAWBERRY,30,27,4.8,0.3,0.6,토요무역
라이스크리스피트리트스STRAWBERRY,30,50.63,9,0.56,1.13,토요무역
카시트레일믹스츄위그라놀라바,30,42,6,1.8,1.5,토요무역
카시트레일믹스츄위그라놀라바,30,36,5.14,1.54,1.29,토요무역
라이스크리스피트리트스오리지날,30,27,5.1,0.3,0.6,토요무역
라이스크리스피트리트스오리지날,30,36.82,6.95,0.41,0.82,토요무역
뉴트리그레인블루베리바,30,29.19,5.84,0.49,0.73,토요무역
뉴트리그레인스트로베리바,30,29.19,5.84,0.49,0.73,토요무역
뉴트리그레인애플시나몬바,30,29.19,5.84,0.49,0.73,토요무역
킹콩케리피크싱콩,30,33,3.9,0,1.8,트레이드메이커(주)
킹콩케리피크싱콩,30,49.5,5.85,0,2.7,트레이드메이커(주)
딸기웨하스,50,141,17,1,8,티디에프코리아
허쉬초코칩쿠키,30,30.9,4.2,0.6,1.38,티디에프코리아
허쉬초코칩쿠키,30,42.14,5.73,0.82,1.88,티디에프코리아
비스카야채크래커,30,43.8,6,1.5,1.5,티디에프코리아
비스카야채크래커,30,39.82,5.45,1.36,1.36,티디에프코리아
초콜릿웨하스,30,87.3,9.6,0.9,5.1,티디에프코리아
초콜릿웨하스,30,52.38,5.76,0.54,3.06,티디에프코리아
쇼트케이크비스킷,30,48.6,6.3,0.6,2.4,티디에프코리아
쇼트케이크비스킷,30,45.56,5.91,0.56,2.25,티디에프코리아
레비시모크래커,30,37.8,5.4,1.2,1.23,티디에프코리아
레비시모크래커,30,40.5,5.79,1.29,1.32,티디에프코리아
딸기웨하스,30,50.76,6.12,0.36,2.88,티디에프코리아
더블초코웨하스,30,54.9,6.6,0.6,3,티디에프코리아
더블초코웨하스,30,47.06,5.66,0.51,2.57,티디에프코리아
초코웨하스,30,54.9,6.6,0.6,3,티디에프코리아
초코웨하스,30,47.06,5.66,0.51,2.57,티디에프코리아
버터볼캔디,10,5.9,1.4,0,0,티디에프코리아
버터볼캔디,10,3.93,0.93,0,0,티디에프코리아
미니고마센베이,30,37.8,7.2,0.9,0.6,티디에프코리아
미니고마센베이,30,37.8,7.2,0.9,0.6,티디에프코리아
원더플코펜하겐데니쉬버터쿠키,30,42.3,5.7,0.6,1.8,티디에프코리아
원더플코펜하겐데니쉬버터쿠키,30,42.3,5.7,0.6,1.8,티디에프코리아
티볼리블루베리앤코코넛쿠키,30,43.2,5.4,0.3,2.1,티디에프코리아
티볼리블루베리앤코코넛쿠키,30,43.2,5.4,0.3,2.1,티디에프코리아
티볼리뮤즐리앤크랜베리쿠키,30,42.3,5.7,0.6,1.8,티디에프코리아
티볼리뮤즐리앤크랜베리쿠키,30,42.3,5.7,0.6,1.8,티디에프코리아
쿠로고마센베이,30,31.5,7.2,0.6,0,티디에프코리아
쿠로고마센베이,30,31.5,7.2,0.6,0,티디에프코리아
라이온커피캔디,10,5,1.1,0,0.06,티디에프코리아
라이온커피캔디,10,4.17,0.92,0,0.05,티디에프코리아
와사비카키피,38,68.4,9.5,1.9,2.66,티디에프코리아
바두코초코샌드,30,44.7,6.3,0.6,1.8,티디에프코리아
바두코초코샌드,30,41.91,5.91,0.56,1.69,티디에프코리아
맥시초코웨하스,30,40.5,5.1,0.3,2.1,티디에프코리아
맥시초코웨하스,30,46.73,5.88,0.35,2.42,티디에프코리아
허쉬초코칩쿠키오리지날,30,30.9,4.2,0.6,1.38,티디에프코리아
허쉬초코칩쿠키오리지날,30,42.14,5.73,0.82,1.88,티디에프코리아
바두코초코쿠키,30,46.5,6.3,0.6,2.1,티디에프코리아
바두코초코쿠키,30,43.59,5.91,0.56,1.97,티디에프코리아
흑사탕,30,15,3.6,0,0,티디에프코리아
흑사탕,30,34.62,8.31,0,0,티디에프코리아
생강사탕,10,5,1.2,0,0,티디에프코리아
생강사탕,10,3.85,0.92,0,0,티디에프코리아
오시마코쿠토캔디,10,5,1.2,0,0,티디에프코리아
오시마코쿠토캔디,10,3.85,0.92,0,0,티디에프코리아
유기농피넛버터크리스피라이스바,30,33,6,0.6,0.9,티디에프코리아
유기농피넛버터크리스피라이스바,30,35.36,6.43,0.64,0.96,티디에프코리아
초코칩쿠키코코아초코칩쿠키,30,36.6,5.7,0.6,2.1,티디에프코리아
초코칩쿠키코코아초코칩쿠키,30,36.6,5.7,0.6,2.1,티디에프코리아
초코칩쿠키초코칩쿠키,30,46.2,6,0.6,2.1,티디에프코리아
초코칩쿠키초코칩쿠키,30,46.2,6,0.6,2.1,티디에프코리아
초코칩쿠키초콜릿쿠키,30,47.4,6,0.6,2.4,티디에프코리아
초코칩쿠키초콜릿쿠키,30,45.87,5.81,0.58,2.32,티디에프코리아
초코칩쿠키초코칩쿠키위드슈거,30,47.4,6.3,0.6,2.1,티디에프코리아
초코칩쿠키초코칩쿠키위드슈거,30,45.87,6.1,0.58,2.03,티디에프코리아
초코칩쿠키초코웨이브쿠키,30,52.2,6.6,0.6,2.7,티디에프코리아
초코칩쿠키초코웨이브쿠키,30,46.06,5.82,0.53,2.38,티디에프코리아
토르테쿠키초코크림쿠키,30,52.5,6.6,0.6,2.7,티디에프코리아
토르테쿠키초코크림쿠키,30,46.32,5.82,0.53,2.38,티디에프코리아
토르테쿠키화이트그림쿠키,30,51.6,6.6,0.6,2.7,티디에프코리아
토르테쿠키화이트그림쿠키,30,46.91,6,0.55,2.45,티디에프코리아
토르테쿠키바닐라쿠키,30,39.9,5.4,0.6,1.8,티디에프코리아
토르테쿠키바닐라쿠키,30,44.33,6,0.67,2,티디에프코리아
토르테쿠키커스타드크림쿠키,30,52.2,6.9,0.6,2.4,티디에프코리아
토르테쿠키커스타드크림쿠키,30,46.06,6.09,0.53,2.12,티디에프코리아
토르테쿠키커피크림쿠키,30,46.2,6.3,0.6,2.1,티디에프코리아
토르테쿠키커피크림쿠키,30,44.71,6.1,0.58,2.03,티디에프코리아
유기농허니오트밀크런치그라놀라바,30,57,8.4,0.9,2.1,티디에프코리아
유기농허니오트밀크런치그라놀라바,30,42.75,6.3,0.68,1.58,티디에프코리아
유기농펌킨스파이스플랙스플러스그라눌라바,30,42,6.9,0.9,1.2,티디에프코리아
유기농펌킨스파이스플랙스플러스그라눌라바,30,36,5.91,0.77,1.03,티디에프코리아
유기농헤리티지플레이크,30,36,7.2,1.2,0.3,티디에프코리아
유기농헤리티지플레이크,30,36,7.2,1.2,0.3,티디에프코리아
유기농펌킨플랙스그라놀라,30,78,11.1,1.8,3,티디에프코리아
유기농펌킨플랙스그라놀라,30,42.55,6.05,0.98,1.64,티디에프코리아
녹차사탕,10,3.85,0.92,0,0,티디에프코리아
아오노리센베이,30,36.3,7.8,0.6,0.3,티디에프코리아
아오노리센베이,30,36.3,7.8,0.6,0.3,티디에프코리아
와사비마메와사비그린마메,30,25.5,3.9,0.9,0.6,티디에프코리아
와사비마메와사비그린마메,30,38.25,5.85,1.35,0.9,티디에프코리아
와사비마메와사비빈스,30,40.91,5.45,1.91,1.28,티디에프코리아
토리오센베이칼슘센베이,30,29.7,7.2,0.3,0,티디에프코리아
토리오센베이칼슘센베이,30,34.27,8.31,0.35,0,티디에프코리아
토리오센베이미소땅콩센베이,30,43.2,6.3,1.5,1.2,티디에프코리아
토리오센베이미소땅콩센베이,30,39.27,5.73,1.36,1.09,티디에프코리아
토리오센베이와플센베이,30,33,5.4,0.6,1.08,티디에프코리아
토리오센베이와플센베이,30,41.25,6.75,0.75,1.35,티디에프코리아
바닐라웨이퍼스틱,30,42,6.3,0.6,1.5,티디에프코리아
유기농멀티그레인오트브랜,30,33,7.2,0.9,0.3,티디에프코리아
유기농멀티그레인오트브랜,30,33,7.2,0.9,0.3,티디에프코리아
민트향캔디,10,7.2,1.8,0,0,티디에프코리아
민트향캔디,10,4,1,0,0,티디에프코리아
그린마메,30,35.4,5.1,1.5,0.99,티디에프코리아
그린마메,30,39.33,5.67,1.67,1.1,티디에프코리아
에비피나,30,61.5,7.8,1.5,2.7,티디에프코리아
에비피나,30,43.93,5.57,1.07,1.93,티디에프코리아
덴로쿠믹스,30,49.5,4.2,1.5,3,티디에프코리아
바닐라향로안느,30,43.8,5.1,0.6,2.1,티디에프코리아
바닐라향로안느,30,46.93,5.46,0.64,2.25,티디에프코리아
아지요세,30,50.7,7.2,0.6,2.1,티디에프코리아
아지요세,30,43.46,6.17,0.51,1.8,티디에프코리아
카이산믹스,30,48.9,7.5,0.3,1.8,티디에프코리아
카이산믹스,30,41.91,6.43,0.26,1.54,티디에프코리아
비스카다이제스티브,30,69,9.9,1.2,3,티디에프코리아
비스카다이제스티브,30,41.4,5.94,0.72,1.8,티디에프코리아
와사비자야(와사비그린마메),30,27,4.2,1.2,0.63,티디에프코리아
와사비자야(와사비그린마메),30,38.57,6,1.71,0.9,티디에프코리아
와사비자야(와사비빈스),30,27.9,3.6,1.2,0.9,티디에프코리아
와사비자야(와사비빈스),30,39.86,5.14,1.71,1.29,티디에프코리아
커피맛캔디,10,4.11,0.86,0,0.06,티디에프코리아
스카치캔디,10,8.2,1.3,0,0.32,티디에프코리아
스카치캔디,10,4.56,0.72,0,0.18,티디에프코리아
아이칸투치니아몬드쿠키,30,36,5.7,0.9,1.2,티디에프코리아
아이칸투치니아몬드쿠키,30,36,5.7,0.9,1.2,티디에프코리아
틴디카푸치노페이스트리,30,42,4.5,0.6,2.4,티디에프코리아
틴디카푸치노페이스트리,30,50.4,5.4,0.72,2.88,티디에프코리아
아쏠레떼페이스트리,30,42,4.5,0.6,2.4,티디에프코리아
아쏠레떼페이스트리,30,46.67,5,0.67,2.67,티디에프코리아
틴디헤이즐넛페이스트리,70,91,9.1,1.4,5.6,티디에프코리아
틴디헤이즐넛페이스트리,70,254.8,25.48,3.92,15.68,티디에프코리아
힐크림스낵팩비스킷,30,37.8,5.1,0.3,1.8,티디에프코리아
힐크림스낵팩비스킷,30,45.36,6.12,0.36,2.16,티디에프코리아
힐딸기향크림비스킷,30,37.8,5.1,0.3,1.8,티디에프코리아
힐딸기향크림비스킷,30,45.36,6.12,0.36,2.16,티디에프코리아
힐오띠스비스킷,30,39.9,6,0.6,1.44,티디에프코리아
힐오띠스비스킷,30,39.9,6,0.6,1.44,티디에프코리아
네리미니요깡,50,83.5,20,1,0,티디에프코리아
네리미니요깡,50,71.98,17.24,0.86,0,티디에프코리아
카키피,30,43.5,5.7,1.2,1.8,티디에프코리아
아지노코다와리,30,43.92,5.4,1.44,1.8,티디에프코리아
포리피시오,30,51,3.6,1.8,3.3,티디에프코리아
포리피시오,30,51,3.6,1.8,3.3,티디에프코리아
힐초콜릿크림비스킷,30,45,6.12,0.36,2.16,티디에프코리아
레이즌샌드,30,34.8,6,0.3,1.05,티디에프코리아
레이즌샌드,30,36,6.21,0.31,1.09,티디에프코리아
비터코코아비스킷,30,49.5,8.7,0.6,2.1,티디에프코리아
비터코코아비스킷,30,45,7.91,0.55,1.91,티디에프코리아
유기농진저익스트림캔디,10,6,1.5,0,0,티디에프코리아
유기농진저익스트림캔디,10,3.75,0.94,0,0,티디에프코리아
유기농민트망고캔디,10,6,1.5,0,0,티디에프코리아
유기농민트망고캔디,10,3.75,0.94,0,0,티디에프코리아
역사모나카,30,27.6,6,0.6,0.3,티디에프코리아
역사모나카,30,27.6,6,0.6,0.3,티디에프코리아
두가지맛모나카,30,27.6,6.3,0.3,0.15,티디에프코리아
두가지맛모나카,30,27.6,6.3,0.3,0.15,티디에프코리아
와사비카키피,30,42.63,5.92,1.18,1.66,티디에프코리아
비스카초코칩쿠키,30,37.8,4.8,0.3,1.8,티디에프코리아
비스카초코칩쿠키,30,42,5.33,0.33,2,티디에프코리아
검은참깨모나카,30,29.1,5.7,0.6,0.48,티디에프코리아
검은참깨모나카,30,31.18,6.11,0.64,0.51,티디에프코리아
포리피스파이스,30,49.8,3.3,2.1,3.3,티디에프코리아
포리피스파이스,30,49.8,3.3,2.1,3.3,티디에프코리아
텐넨코보크래커,30,45.6,8.1,0.9,1.02,티디에프코리아
텐넨코보크래커,30,39.09,6.94,0.77,0.87,티디에프코리아
밀크소프트캔디,10,5.2,0.9,0,0.14,티디에프코리아
밀크소프트캔디,10,4.33,0.75,0,0.12,티디에프코리아
우미아지센,30,44.7,5.4,1.2,2.1,티디에프코리아
우미아지센,30,44.7,5.4,1.2,2.1,티디에프코리아
박하향사탕,10,5,1.3,0,0,티디에프코리아
박하향사탕,10,3.85,1,0,0,티디에프코리아
칼슘센베이,30,41.1,9.6,0.6,0,티디에프코리아
칼슘센베이,30,34.25,8,0.5,0,티디에프코리아
고코쿠비스킷,30,45,7.2,0.9,1.35,티디에프코리아
고코쿠비스킷,30,40.91,6.55,0.82,1.23,티디에프코리아
초코다이제스티브비스킷,30,38.7,5.1,0.6,1.8,티디에프코리아
초코다이제스티브비스킷,30,46.44,6.12,0.72,2.16,티디에프코리아
초코리에르,30,47.4,5.7,0.6,2.4,티디에프코리아
초코리에르,30,47.4,5.7,0.6,2.4,티디에프코리아
초코휘레,30,34.5,3.6,0.3,2.1,티디에프코리아
초코휘레,30,49.29,5.14,0.43,3,티디에프코리아
로안느어쏠트,30,43.8,5.1,0.9,2.1,티디에프코리아
로안느어쏠트,30,46.93,5.46,0.96,2.25,티디에프코리아
자쿠리초코쿠키,30,44.1,6.3,0.54,1.98,티디에프코리아
오히리14후꾸로아지노코다와리,30,38.1,4.2,1.2,1.8,티디에프코리아
오히리14후꾸로아지노코다와리,30,45.72,5.04,1.44,2.16,티디에프코리아
오히리14후꾸로키따우미노아지,30,34.2,3.6,0.9,1.8,티디에프코리아
오히리14후꾸로키따우미노아지,30,46.64,4.91,1.23,2.45,티디에프코리아
김쌀과자,30,54.9,7.2,0.6,2.4,티디에프코리아
김쌀과자,30,48.44,6.35,0.53,2.12,티디에프코리아
노리마끼오리지널(김6.2%함유),30,34.55,7.77,0.84,0.03,티엠글로벌
노리마끼오리지널(김6.2%함유),30,34.55,7.77,0.84,0.03,티엠글로벌
노리텐와사비(김9.615%함유),30,91.8,7.13,1.01,6.6,티엠글로벌
노리텐와사비(김9.615%함유),30,52.96,4.11,0.59,3.81,티엠글로벌
노리텐우마시오(김9.804%함유),30,96.3,7.62,1.13,6.8,티엠글로벌
노리텐우마시오(김9.804%함유),30,52.53,4.16,0.62,3.71,티엠글로벌
"피쉬크래커카라멜(실꼬리돔40%,카라멜양념2%함유)",30,66.3,6.9,0.9,3.9,티엠글로벌
"피쉬크래커카라멜(실꼬리돔40%,카라멜양념2%함유)",30,49.73,5.18,0.68,2.93,티엠글로벌
템푸라씨위드오리지널스타일(김25%함유),30,45.9,3,0,3.75,티엠글로벌
템푸라씨위드오리지널스타일(김25%함유),30,55.08,3.6,0,4.5,티엠글로벌
템푸라씨위드스파이시플래이버(김25%함유),30,45.9,3,0,3.75,티엠글로벌
템푸라씨위드스파이시플래이버(김25%함유),30,55.08,3.6,0,4.5,티엠글로벌
"피쉬크래커커틀피쉬(실꼬리돔40%,오징어양념2%함유)",30,66.3,6.9,0.9,3.9,티엠글로벌
"피쉬크래커커틀피쉬(실꼬리돔40%,오징어양념2%함유)",30,49.73,5.18,0.68,2.93,티엠글로벌
"조제분유,로히트-1",100,506,54.5,13,27.8,파스퇴르유업
"조제분유,로히트-1",100,506,54.5,13,27.8,파스퇴르유업
"조제분유,골드뉴로히트1",100,515,55.8,12.2,27,파스퇴르유업
"조제분유,골드뉴로히트1",100,515,55.8,12.2,27,파스퇴르유업
"조제분유,골드뉴로히트2",100,496,52,18,24,파스퇴르유업
"조제분유,골드뉴로히트2",100,496,52,18,24,파스퇴르유업
"조제분유,뉴로히트-1",100,508,57.5,12,25.5,파스퇴르유업
"조제분유,뉴로히트-1",100,508,57.5,12,25.5,파스퇴르유업
"조제분유,뉴로히트-2",100,475,58,18,19,파스퇴르유업
"조제분유,뉴로히트-2",100,475,58,18,19,파스퇴르유업
"조제분유,로히트플러스1",100,500,57,14,24,파스퇴르유업
"조제분유,로히트플러스1",100,500,57,14,24,파스퇴르유업
"조제분유,로히트플러스2",100,500,56,15,24,파스퇴르유업
"조제분유,로히트플러스2",100,500,56,15,24,파스퇴르유업
"조제분유,로히트플러스3",100,407,71,15,7,파스퇴르유업
"조제분유,로히트플러스3",100,407,71,15,7,파스퇴르유업
"조제분유,로히트플러스4",100,407,70,16,7,파스퇴르유업
"조제분유,로히트플러스4",100,407,70,16,7,파스퇴르유업
"조제분유,로히트플러스5",100,410,69,17,7,파스퇴르유업
"조제분유,로히트플러스5",100,410,69,17,7,파스퇴르유업
"조제분유,아기골드1",100,408,68,16,8,파스퇴르유업
"조제분유,아기골드1",100,408,68,16,8,파스퇴르유업
"조제분유,아기골드2",100,412,66,18,8.5,파스퇴르유업
"조제분유,아기골드2",100,412,66,18,8.5,파스퇴르유업
"조제분유,아기골드3",100,408,63,20,8.5,파스퇴르유업
"조제분유,아기골드3",100,408,63,20,8.5,파스퇴르유업
"우유,저지방우유2.0",200,98,9.6,6.6,3.8,파스퇴르유업
"우유,저지방우유2.0",200,196,19.2,13.2,7.6,파스퇴르유업
"우유,칼슘플러스",200,144,14,6,7.2,파스퇴르유업
"우유,칼슘플러스",200,288,28,12,14.4,파스퇴르유업
"우유,후레쉬우유",200,122,9.4,6,6.8,파스퇴르유업
"우유,후레쉬우유",200,244,18.8,12,13.6,파스퇴르유업
"우유,DHA어린이우유",200,128,10.2,6,7,파스퇴르유업
"우유,DHA어린이우유",200,256,20.4,12,14,파스퇴르유업
"우유,락타우유",200,122,9.4,6,6.8,파스퇴르유업
"우유,락타우유",200,244,18.8,12,13.6,파스퇴르유업
"우유,딸기맛우유",200,134,20.4,4.8,3.8,파스퇴르유업
"우유,딸기맛우유",200,268,40.8,9.6,7.6,파스퇴르유업
"우유,바나나맛우유",200,136,20.6,4.8,3.8,파스퇴르유업
"우유,바나나맛우유",200,272,41.2,9.6,7.6,파스퇴르유업
"우유,쵸코렛우유",200,150,22.8,5.4,3.8,파스퇴르유업
"우유,쵸코렛우유",200,300,45.6,10.8,7.6,파스퇴르유업
"우유,커피우유",200,130,19,4.8,3.8,파스퇴르유업
"우유,커피우유",200,260,38,9.6,7.6,파스퇴르유업
"호상요구르트,딸기요구르트",150,136.5,17.85,5.85,4.65,파스퇴르유업
"호상요구르트,딸기요구르트",150,204.75,26.78,8.78,6.98,파스퇴르유업
"호상요구르트,마이너스콜레스테롤드링크(당근)",150,130.5,17.7,6.15,4.05,파스퇴르유업
"호상요구르트,마이너스콜레스테롤드링크(당근)",150,195.75,26.55,9.23,6.08,파스퇴르유업
"호상요구르트,마이너스콜레스테롤드링크(사과)",150,133.5,18.75,5.85,3.9,파스퇴르유업
"호상요구르트,마이너스콜레스테롤드링크(사과)",150,200.25,28.13,8.78,5.85,파스퇴르유업
"호상요구르트,마이너스콜레스테롤드링크(살구)",150,138,20.1,6,3.75,파스퇴르유업
"호상요구르트,마이너스콜레스테롤드링크(살구)",150,207,30.15,9,5.63,파스퇴르유업
"호상요구르트,마이너스콜레스테롤드링크(파인",150,144,21.3,6,3.9,파스퇴르유업
"호상요구르트,마이너스콜레스테롤드링크(파인",150,216,31.95,9,5.85,파스퇴르유업
