id,name,serving_wt,kcal,carbo,protein,fat,company
21507,테스코칩스핫앤스파이시,30.0,43.5,4.59,0.48,2.52,홈플러스
21508,테스코칩스핫앤스파이시,30.0,46.61,4.92,0.51,2.7,홈플러스
21509,테스코칩스스모키바베큐,30.0,42.0,4.62,0.48,2.4,홈플러스
21510,테스코칩스스모키바베큐,30.0,45.0,4.95,0.51,2.57,홈플러스
21511,테스코칩스사우어크림&오니언,30.0,42.0,4.77,0.48,2.34,홈플러스
21512,테스코칩스사우어크림&오니언,30.0,45.0,5.11,0.51,2.51,홈플러스
21513,테스코칩스오리지날,30.0,42.3,4.8,0.51,2.34,홈플러스
21514,테스코칩스오리지날,30.0,45.32,5.14,0.55,2.51,홈플러스
21515,테스코숏케익비스킷,30.0,33.0,4.35,0.42,1.65,홈플러스
21516,테스코숏케익비스킷,30.0,45.0,5.93,0.57,2.25,홈플러스
21517,테스코초콜릿칩맛다이제스티브비스킷,30.0,48.0,6.6,0.6,2.1,홈플러스
21518,테스코초콜릿칩맛다이제스티브비스킷,30.0,45.0,6.19,0.56,1.97,홈플러스
21519,테스코오티스비스킷,30.0,42.0,5.7,0.54,1.8,홈플러스
21520,테스코오티스비스킷,30.0,43.45,5.9,0.56,1.86,홈플러스
21521,해물맛순두부찌개,250.0,225.0,27.5,20,3.75,홈플러스
21522,해물맛순두부찌개,250.0,225.0,27.5,20,3.75,홈플러스
21523,홈플러스선지해장국,250.0,212.5,15,22.5,7.5,홈플러스
21524,홈플러스선지해장국,250.0,212.5,15,22.5,7.5,홈플러스
21525,홈플러스알뜰상품물만두,150.0,420.0,51,13.5,18,홈플러스
21526,홈플러스알뜰상품물만두,150.0,420.0,51,13.5,18,홈플러스
21527,홈플러스매콤한닭갈비양념장,100.0,225.0,51,5,0,홈플러스
21528,홈플러스매콤한닭갈비양념장,100.0,225.0,51,5,0,홈플러스
21529,홈플러스3분만에바로먹는뚝딱카레(매운맛),200.0,250.0,36,8,7.2,홈플러스
21530,홈플러스3분만에바로먹는뚝딱카레(매운맛),200.0,250.0,36,8,7.2,홈플러스
21531,노릇노릇고소함이가득바삭바삭군만두,150.0,472.5,60,21,16.5,홈플러스
21532,노릇노릇고소함이가득바삭바삭군만두,150.0,472.5,60,21,16.5,홈플러스
21533,발아현미더죽,280.0,504.0,84,14,12.6,홍진경
21534,발아현미더죽,280.0,504.0,84,14,12.6,홍진경
21535,홍진경의더만두쫄깃쫄깃얇은피포자찐만두,150.0,420.0,46.5,16.5,19.5,홍진경
21536,홍진경의더만두쫄깃쫄깃얇은피포자찐만두,150.0,450.0,49.82,17.68,20.89,홍진경
21537,올브란,30.0,100.2,14.4,4.2,1.05,화인에프앤드비서비스
21538,올브란,30.0,30.06,4.32,1.26,0.32,화인에프앤드비서비스
21539,버디후르츠바이트바나나,30.0,28.5,7.05,0,0,화인에프앤드비서비스
21540,버디후르츠바이트바나나,30.0,30.54,7.55,0,0,화인에프앤드비서비스
21541,버디후르츠바이트오렌지,30.0,28.5,7.05,0,0,화인에프앤드비서비스
21542,버디후르츠바이트오렌지,30.0,30.54,7.55,0,0,화인에프앤드비서비스
21543,비스킷셀렉션,30.0,43.8,6.06,0.66,1.89,효성인터내셔널
21544,비스킷셀렉션,30.0,43.8,6.06,0.66,1.89,효성인터내셔널
21545,모아라운드나쵸칩,28.0,39.2,5.32,0.56,1.68,효성인터내셔널
21546,탑퍼블루베리맛브룸스웨이퍼,30.0,34.2,4.98,0.33,1.44,효성인터내셔널
21547,탑퍼블루베리맛브룸스웨이퍼,30.0,34.2,4.98,0.33,1.44,효성인터내셔널
21548,크리스피베이컨향칩,30.0,35.4,4.5,0.6,1.65,효성인터내셔널
21549,크리스피베이컨향칩,30.0,42.48,5.4,0.72,1.98,효성인터내셔널
21550,오리지널밀크레커,30.0,39.0,5.1,0.6,1.8,효성인터내셔널
21551,오리지널밀크레커,30.0,46.8,6.12,0.72,2.16,효성인터내셔널
21552,비엔씨비스켓엔쿠키브리젤,30.0,47.1,5.22,0.54,2.67,효성인터내셔널
21553,비엔씨비스켓엔쿠키브리젤,30.0,45.58,5.05,0.52,2.58,효성인터내셔널
21554,레어치즈쿠키,30.0,47.7,4.8,0.36,3,효성인터내셔널
21555,레어치즈쿠키,30.0,51.11,5.14,0.39,3.21,효성인터내셔널
21556,숏트브래드쿠키플레인,30.0,37.2,5.31,0.6,1.5,효성인터내셔널
21557,숏트브래드쿠키플레인,30.0,37.2,5.31,0.6,1.5,효성인터내셔널
21558,피넛쿠키,30.0,50.4,5.7,0.48,2.85,효성인터내셔널
21559,피넛쿠키,30.0,50.4,5.7,0.48,2.85,효성인터내셔널
21560,토하토카라멜콘,10.0,13.7,1.36,0.13,0.86,효성인터내셔널
21561,토하토카라멜콘,10.0,5.71,0.57,0.05,0.36,효성인터내셔널
21562,토하토하비스트버터토스트,30.0,39.0,5.28,0.45,1.8,효성인터내셔널
21563,토하토하비스트버터토스트,30.0,45.0,6.09,0.52,2.08,효성인터내셔널
21564,토하토하비스트참깨,30.0,44.4,4.74,0.51,2.31,효성인터내셔널
21565,토하토하비스트참깨,30.0,51.23,5.47,0.59,2.67,효성인터내셔널
21566,토하토하비스트녹차,30.0,39.6,5.1,0.51,1.92,효성인터내셔널
21567,토하토하비스트녹차,30.0,45.69,5.88,0.59,2.22,효성인터내셔널
21568,토하토푸룬스낵,30.0,36.0,6.81,0.51,0.75,효성인터내셔널
21569,토하토푸룬스낵,30.0,33.75,6.38,0.48,0.7,효성인터내셔널
21570,토하토건포도스낵,30.0,36.0,7.32,0.51,0.51,효성인터내셔널
21571,토하토건포도스낵,30.0,33.75,6.86,0.48,0.48,효성인터내셔널
21572,와퍼마스터필드위드딸기향크림,30.0,55.2,7.8,0.6,2.4,효성인터내셔널
21573,와퍼마스터필드위드딸기향크림,30.0,43.58,6.16,0.47,1.89,효성인터내셔널
21574,와퍼마스터필드위드바닐라향크림,30.0,54.6,7.5,0.78,2.4,효성인터내셔널
21575,와퍼마스터필드위드바닐라향크림,30.0,43.11,5.92,0.62,1.89,효성인터내셔널
21576,치즈볼,30.0,43.5,4.5,0.3,2.7,효성인터내셔널
21577,치즈볼,30.0,46.61,4.82,0.32,2.89,효성인터내셔널
21578,치즈컬,30.0,45.0,4.2,0.3,3,효성인터내셔널
21579,치즈컬,30.0,48.21,4.5,0.32,3.21,효성인터내셔널
21580,스탁오리지날,30.0,44.7,4.8,0.3,2.7,효성인터내셔널
21581,스탁오리지날,30.0,47.89,5.14,0.32,2.89,효성인터내셔널
21582,스탁바베큐향,30.0,44.7,5.7,0.3,2.7,효성인터내셔널
21583,스탁바베큐향,30.0,47.89,6.11,0.32,2.89,효성인터내셔널
21584,스탁체다향,30.0,45.9,4.8,0.6,2.7,효성인터내셔널
21585,스탁체다향,30.0,49.18,5.14,0.64,2.89,효성인터내셔널
21586,스탁사우어크림앤드오니언향,30.0,47.1,5.1,0.6,2.7,효성인터내셔널
21587,스탁사우어크림앤드오니언향,30.0,50.46,5.46,0.64,2.89,효성인터내셔널
21588,스탁솔트앤드비네거향,30.0,45.9,5.1,0.3,2.7,효성인터내셔널
21589,스탁솔트앤드비네거향,30.0,49.18,5.46,0.32,2.89,효성인터내셔널
21590,치토스팝프스,30.0,45.0,3.9,0.6,3,효성인터내셔널
21591,치토스팝프스,30.0,48.21,4.18,0.64,3.21,효성인터내셔널
21592,샌드위치레몬향,30.0,48.0,7.2,0.42,1.92,효성인터내셔널
21593,샌드위치레몬향,30.0,43.64,6.55,0.38,1.75,효성인터내셔널
21594,탑퍼스트로베리맛크레이즈웨이퍼,30.0,34.2,4.98,0.33,1.44,효성인터내셔널
21595,탑퍼스트로베리맛크레이즈웨이퍼,30.0,34.2,4.98,0.33,1.44,효성인터내셔널
21596,엑스오버터캔디,10.0,6.13,1.2,0,0.13,효성인터내셔널
21597,엑스오버터캔디,10.0,4.38,0.86,0,0.09,효성인터내셔널
21598,엑스오커피캔디,10.0,6.1,1.3,0,0.11,효성인터내셔널
21599,엑스오커피캔디,10.0,4.36,0.93,0,0.08,효성인터내셔널
21600,임페리얼데니쉬스타일버터쿠키,30.0,51.0,7.11,0.62,2.25,효성인터내셔널
21601,임페리얼데니쉬스타일버터쿠키,30.0,45.0,6.27,0.55,1.99,효성인터내셔널
21602,바이올렛코코아향크림샌드위치크래커,30.0,45.0,6,0.6,2.1,효성인터내셔널
21603,바이올렛코코아향크림샌드위치크래커,30.0,45.0,6,0.6,2.1,효성인터내셔널
21604,바이올렛밀크향크림샌드위치크래커,30.0,45.0,6,0.6,2.1,효성인터내셔널
21605,바이올렛밀크향크림샌드위치크래커,30.0,45.0,6,0.6,2.1,효성인터내셔널
21606,해피턴,30.0,47.1,6,0.39,2.4,효성인터내셔널
21607,해피턴,30.0,47.1,6,0.39,2.4,효성인터내셔널
21608,애비사쿠사쿠,30.0,36.6,7.05,0.99,0.48,효성인터내셔널
21609,애비사쿠사쿠,30.0,36.6,7.05,0.99,0.48,효성인터내셔널
21610,애비우수야키,30.0,36.0,6.87,0.54,0.72,효성인터내셔널
21611,애비우수야키,30.0,38.57,7.36,0.58,0.77,효성인터내셔널
21612,노리피팩,30.0,44.4,4.8,1.59,2.1,효성인터내셔널
21613,노리피팩,30.0,66.6,7.2,2.39,3.15,효성인터내셔널
21614,포타포타야끼,30.0,36.3,6.9,0.3,0.84,효성인터내셔널
21615,포타포타야끼,30.0,33.0,6.27,0.27,0.76,효성인터내셔널
21616,포타포타야끼미니,30.0,41.1,8.19,0.42,0.75,효성인터내셔널
21617,포타포타야끼미니,30.0,37.36,7.45,0.38,0.68,효성인터내셔널
21618,카키노다네,30.0,53.7,7.41,1.53,1.98,효성인터내셔널
21619,카키노다네,30.0,42.39,5.85,1.21,1.56,효성인터내셔널
21620,카키노다네와사비,30.0,54.0,5.52,1.74,2.76,효성인터내셔널
21621,카키노다네와사비,30.0,46.29,4.73,1.49,2.37,효성인터내셔널
21622,쯔마미다네,30.0,30.9,4.47,0.6,1.23,효성인터내셔널
21623,쯔마미다네,30.0,42.14,6.1,0.82,1.68,효성인터내셔널
21624,토틸라칩칠리,30.0,36.6,4.8,0.45,1.74,효성인터내셔널
21625,토틸라칩칠리,30.0,43.92,5.76,0.54,2.09,효성인터내셔널
21626,토틸라칩치즈,30.0,36.6,4.8,0.45,1.74,효성인터내셔널
21627,토틸라칩치즈,30.0,43.92,5.76,0.54,2.09,효성인터내셔널
21628,토틸라칩솔트,30.0,36.6,4.8,0.45,1.74,효성인터내셔널
21629,토틸라칩솔트,30.0,43.92,5.76,0.54,2.09,효성인터내셔널
21630,메가촉바닐라향,30.0,40.5,6.3,0.42,1.5,효성인터내셔널
21631,메가촉바닐라향,30.0,40.5,6.3,0.42,1.5,효성인터내셔널
21632,메가촉스트로베리향,30.0,43.2,6.18,0.42,1.86,효성인터내셔널
21633,메가촉스트로베리향,30.0,43.2,6.18,0.42,1.86,효성인터내셔널
21634,미니더심슨,30.0,35.1,4.74,0.45,1.59,효성인터내셔널
21635,미니더심슨,30.0,42.12,5.69,0.54,1.91,효성인터내셔널
21636,메가촉초콜릿맛,30.0,40.5,6.3,0.42,1.5,효성인터내셔널
21637,메가촉초콜릿맛,30.0,40.5,6.3,0.42,1.5,효성인터내셔널
21638,메가촉레몬맛,30.0,42.6,6.3,0.3,1.8,효성인터내셔널
21639,메가촉레몬맛,30.0,42.6,6.3,0.3,1.8,효성인터내셔널
21640,아서바닐라향필링비스킷,30.0,41.4,6,0.3,1.8,효성인터내셔널
21641,아서바닐라향필링비스킷,30.0,44.36,6.43,0.32,1.93,효성인터내셔널
21642,그린피스와사비스낵,30.0,39.0,6,1.38,1.05,효성인터내셔널
21643,그린피스와사비스낵,30.0,39.0,6,1.38,1.05,효성인터내셔널
21644,어썸너겟버라이어티팩,10.0,5.2,1.3,0,0,효성인터내셔널
21645,어썸너겟버라이어티팩,10.0,3.06,0.76,0,0,효성인터내셔널
21646,어썸너겟버라이어티6팩,10.0,5.8,1.46,0,0,효성인터내셔널
21647,어썸너겟버라이어티6팩,10.0,3.41,0.86,0,0,효성인터내셔널
21648,커피향땅콩과자,30.0,51.0,3.9,1.5,3.3,효성인터내셔널
21649,커피향땅콩과자,30.0,51.0,3.9,1.5,3.3,효성인터내셔널
21650,코코넛크림땅콩과자,30.0,49.5,3.9,1.8,3,효성인터내셔널
21651,코코넛크림땅콩과자,30.0,49.5,3.9,1.8,3,효성인터내셔널
21652,밀크바닐라와플롤,30.0,37.2,4.98,0.3,1.8,효성인터내셔널
21653,밀크바닐라와플롤,30.0,44.64,5.98,0.36,2.16,효성인터내셔널
21654,미니크리스피크레커,30.0,36.3,5.28,0.45,1.5,효성인터내셔널
21655,미니크리스피크레커,30.0,43.56,6.34,0.54,1.8,효성인터내셔널
21656,파라인크레커,30.0,37.2,4.98,0.6,1.65,효성인터내셔널
21657,파라인크레커,30.0,44.64,5.98,0.72,1.98,효성인터내셔널
21658,모아라운드나쵸칩,30.0,45.0,6.11,0.64,1.93,효성인터내셔널
21659,그린티샌드쿠키,30.0,52.8,7.2,0.6,2.4,효성인터내셔널
21660,그린티샌드쿠키,30.0,45.26,6.17,0.51,2.06,효성인터내셔널
21661,노리와사비땅콩과자,30.0,48.0,3.9,2.1,2.7,효성인터내셔널
21662,노리와사비땅콩과자,30.0,48.0,3.9,2.1,2.7,효성인터내셔널
21663,새우땅콩과자,30.0,48.0,4.2,1.8,2.7,효성인터내셔널
21664,새우땅콩과자,30.0,48.0,4.2,1.8,2.7,효성인터내셔널
21665,BBQ치즈불닭_삼각김밥,100.0,170.2,32.25,4.27,2.68,후레쉬서브
21666,BBQ치즈불닭_삼각김밥,100.0,170.2,32.25,4.27,2.68,후레쉬서브
21667,해피컵,30.0,21.0,2.1,0,0.87,훼미리상사
21668,해피컵,30.0,45.0,4.5,0,1.86,훼미리상사
21669,프링글스샤우어크림&오니온,30.0,48.0,4.8,0.3,3,훼밀리인터내셔날
21670,프링글스샤우어크림&오니온,30.0,48.0,4.8,0.3,3,훼밀리인터내셔날
21671,레이디리버티오트앤허니크런치그래놀라바,30.0,57.0,8.7,1.2,1.8,훼밀리인터내셔날
21672,레이디리버티오트앤허니크런치그래놀라바,30.0,40.71,6.21,0.86,1.29,훼밀리인터내셔날
21673,레이디리버티피넛버터크런치그래놀라바,30.0,63.0,9,1.5,2.1,훼밀리인터내셔날
21674,레이디리버티피넛버터크런치그래놀라바,30.0,45.0,6.43,1.07,1.5,훼밀리인터내셔날
21675,라이스크래커(엠27),30.0,28.5,6.6,0.6,0,훼밀리인터내셔날
21676,라이스크래커(엠27),30.0,28.5,6.6,0.6,0,훼밀리인터내셔날
21677,쌀과자(에이치-40엔에스),30.0,28.5,6.6,0.6,0,훼밀리인터내셔날
21678,쌀과자(에이치-40엔에스),30.0,28.5,6.6,0.6,0,훼밀리인터내셔날
21679,버터크림향크래커,30.0,37.5,4.8,0.6,1.8,훼밀리인터내셔날
21680,버터크림향크래커,30.0,45.0,5.76,0.72,2.16,훼밀리인터내셔날
21681,버터크림향초코크래커,30.0,48.6,5.4,0.36,2.88,훼밀리인터내셔날
21682,리고브랜드치즈맛크런치,30.0,42.0,4.5,0.6,2.4,훼밀리인터내셔날
21683,리고브랜드치즈맛크런치,30.0,45.0,4.82,0.64,2.57,훼밀리인터내셔날
21684,리고포테이토칩오리지날,30.0,69.0,7.38,1.38,3.69,훼밀리인터내셔날
21685,리고포테이토칩오리지날,30.0,48.14,5.15,0.96,2.57,훼밀리인터내셔날
21686,리고포테이토칩사워크림향앤양파맛,30.0,67.5,7.83,0.93,3.45,훼밀리인터내셔날
21687,리고포테이토칩사워크림향앤양파맛,30.0,47.09,5.46,0.65,2.41,훼밀리인터내셔날
21688,"메밀냉면,건조,물냉면",100.0,344.0,73.5,12.2,0.1,동원산업
21689,"메밀냉면,건조,물냉면",100.0,344.0,73.5,12.2,0.1,동원산업
21690,부침가루,100.0,348.0,75.1,8.9,1.3,동원산업
21691,부침가루,100.0,348.0,75.1,8.9,1.3,동원산업
21692,빵가루,70.0,245.0,50.68,8.05,1.12,동원산업
21693,빵가루,70.0,171.5,35.48,5.64,0.78,동원산업
21694,튀김가루,100.0,356.0,78.8,6.9,1.5,동원산업
21695,튀김가루,100.0,356.0,78.8,6.9,1.5,동원산업
21696,"국수,소면,건조",100.0,339.0,69.4,15.1,0.2,동원산업
21697,"국수,소면,건조",100.0,339.0,69.4,15.1,0.2,동원산업
21698,울퉁불퉁핫도그,100.0,302.0,44.7,8.7,9.9,동원산업
21699,울퉁불퉁핫도그,100.0,302.0,44.7,8.7,9.9,동원산업
21700,"옥수수통조림,가당,스위트콘",100.0,132.0,29,3.7,0.1,동원산업
21701,"옥수수통조림,가당,스위트콘",100.0,132.0,29,3.7,0.1,동원산업
21702,"볶음밥,김치볶음밥",100.0,138.0,24.5,3.6,2.9,동원산업
21703,"볶음밥,김치볶음밥",100.0,138.0,24.5,3.6,2.9,동원산업
21704,"볶음밥,잡채볶음밥",100.0,132.0,21.4,3,3.8,동원산업
21705,"볶음밥,잡채볶음밥",100.0,132.0,21.4,3,3.8,동원산업
21706,"볶음밥,콩나물볶음밥",100.0,151.0,31.4,4.1,1,동원산업
21707,"볶음밥,콩나물볶음밥",100.0,151.0,31.4,4.1,1,동원산업
21708,"만두,손만두",150.0,300.0,38.55,15.3,9.45,동원산업
21709,"만두,손만두",150.0,450.0,57.83,22.95,14.18,동원산업
21710,"만두,일품만두",150.0,310.5,33.6,13.5,13.5,동원산업
21711,"만두,일품만두",150.0,465.75,50.4,20.25,20.25,동원산업
21712,"만두,고기만두",150.0,279.0,39.45,12.75,7.8,동원산업
21713,"만두,고기만두",150.0,418.5,59.18,19.13,11.7,동원산업
21714,김치만두,150.0,336.0,46.65,12.9,10.8,동원산업
21715,김치만두,150.0,504.0,69.98,19.35,16.2,동원산업
21716,"죽,북어죽",100.0,47.0,8.9,2.4,0.2,동원산업
21717,"죽,북어죽",100.0,47.0,8.9,2.4,0.2,동원산업
21718,"죽,쇠고기흰죽",100.0,48.0,10.3,0.9,0.4,동원산업
21719,"죽,쇠고기흰죽",100.0,48.0,10.3,0.9,0.4,동원산업
21720,"죽,야채죽",100.0,57.0,5.5,1,3.5,동원산업
21721,"죽,야채죽",100.0,57.0,5.5,1,3.5,동원산업
21722,"죽,콩나물죽",100.0,67.0,9.8,1.5,2.4,동원산업
21723,"죽,콩나물죽",100.0,67.0,9.8,1.5,2.4,동원산업
21724,"덮밥,불고기덮밥",100.0,73.0,8.2,6.4,1.6,동원산업
21725,"덮밥,불고기덮밥",100.0,73.0,8.2,6.4,1.6,동원산업
21726,"덮밥,해물버섯덮밥",100.0,90.0,8.4,4.5,4.3,동원산업
21727,"덮밥,해물버섯덮밥",100.0,90.0,8.4,4.5,4.3,동원산업
21728,유부,80.0,293.6,1.76,19.12,23.36,동원산업
21729,유부,80.0,234.88,1.41,15.3,18.69,동원산업
21730,"유부,조미유부",80.0,147.2,11.04,6.56,8.48,동원산업
21731,"유부,조미유부",80.0,117.76,8.83,5.25,6.78,동원산업
21732,"김치,돌산갓김치",30.0,12.3,1.5,1.11,0.21,동원산업
21733,"김치,돌산갓김치",30.0,3.69,0.45,0.33,0.06,동원산업
21734,"김치,백김치",30.0,5.7,0.9,0.39,0.06,동원산업
21735,"김치,백김치",30.0,1.71,0.27,0.12,0.02,동원산업
21736,"김치,총각김치",30.0,16.5,3.09,0.9,0.09,동원산업
21737,"김치,총각김치",30.0,4.95,0.93,0.27,0.03,동원산업
21738,"깻잎통조림,깻잎마당",30.0,54.0,6.84,2.73,1.77,동원산업
21739,"깻잎통조림,깻잎마당",30.0,16.2,2.05,0.82,0.53,동원산업
21740,"단무지,쌍단무지",30.0,3.9,0.87,0.12,0,동원산업
21741,"단무지,쌍단무지",30.0,1.17,0.26,0.04,0,동원산업
21742,"토마토쥬스,토마토농원",200.0,80.0,19.2,1,0,동원산업
21743,"토마토쥬스,토마토농원",200.0,160.0,38.4,2,0,동원산업
21744,"당근쥬스,당근농원",200.0,78.0,18.4,1,0,동원산업
21745,"당근쥬스,당근농원",200.0,156.0,36.8,2,0,동원산업
21746,"황도통조림,황도",30.0,19.2,4.59,0.12,0.03,동원산업
21747,"황도통조림,황도",30.0,5.76,1.38,0.04,0.01,동원산업
21748,오렌지주스100,200.0,98.0,23.4,1,0,동원산업
21749,오렌지주스100,200.0,196.0,46.8,2,0,동원산업
21750,"포도쥬스,포도주스100",200.0,130.0,32.6,0,0,동원산업
21751,"포도쥬스,포도주스100",200.0,260.0,65.2,0,0,동원산업
21752,"대추쥬스,대추사랑",200.0,80.0,19.8,0,0,동원산업
21753,"대추쥬스,대추사랑",200.0,160.0,39.6,0,0,동원산업
21754,"돼지고기,미니돈까스",30.0,86.7,10.92,2.94,3.45,동원산업
21755,"돼지고기,미니돈까스",30.0,26.01,3.28,0.88,1.04,동원산업
21756,"돼지고기,순살돈까스",30.0,55.8,7.11,2.76,1.8,동원산업
21757,"돼지고기,순살돈까스",30.0,16.74,2.13,0.83,0.54,동원산업
21758,"돼지고기,실속돈까스",30.0,86.1,6.15,2.16,5.85,동원산업
21759,"돼지고기,실속돈까스",30.0,25.83,1.85,0.65,1.76,동원산업
21760,"돼지고기,프리미엄돈까스",30.0,81.9,7.23,3.24,4.44,동원산업
21761,"돼지고기,프리미엄돈까스",30.0,24.57,2.17,0.97,1.33,동원산업
21762,"베이컨,숄더베이컨",30.0,80.1,1.62,3.42,6.66,동원산업
21763,"베이컨,숄더베이컨",30.0,24.03,0.49,1.03,2,동원산업
21764,"소시지,비엔나소세지",30.0,92.7,2.37,3.84,7.56,동원산업
21765,"소시지,비엔나소세지",30.0,27.81,0.71,1.15,2.27,동원산업
21766,"프랑크소시지,숯불구이후랑크",30.0,66.9,4.95,4.41,3.27,동원산업
21767,"프랑크소시지,숯불구이후랑크",30.0,20.07,1.49,1.32,0.98,동원산업
21768,"프랑크소시지,후랑크소세지",30.0,90.9,2.34,3.96,7.29,동원산업
21769,"프랑크소시지,후랑크소세지",30.0,27.27,0.7,1.19,2.19,동원산업
21770,김밥햄,30.0,66.0,2.85,3.99,4.29,동원산업
21771,김밥햄,30.0,19.8,0.86,1.2,1.29,동원산업
21772,불고기햄,30.0,69.9,3.24,3.9,4.59,동원산업
21773,불고기햄,30.0,20.97,0.97,1.17,1.38,동원산업
21774,숯불구이완자햄,30.0,65.1,3.45,3.9,3.99,동원산업
21775,숯불구이완자햄,30.0,19.53,1.04,1.17,1.2,동원산업
21776,숯불구이햄,30.0,67.5,5.37,4.41,3.18,동원산업
21777,숯불구이햄,30.0,20.25,1.61,1.32,0.95,동원산업
21778,숯불김밥햄,30.0,66.3,4.83,4.14,3.39,동원산업
21779,숯불김밥햄,30.0,19.89,1.45,1.24,1.02,동원산업
21780,스모크햄,30.0,58.2,4.11,4.59,2.61,동원산업
21781,스모크햄,30.0,17.46,1.23,1.38,0.78,동원산업
21782,프리미엄햄,30.0,71.1,2.19,5.13,4.62,동원산업
21783,프리미엄햄,30.0,21.33,0.66,1.54,1.39,동원산업
21784,"완자,갈비맛완자",30.0,53.4,2.31,4.8,2.79,동원산업
21785,"완자,갈비맛완자",30.0,16.02,0.69,1.44,0.84,동원산업
21786,"완자,꼬마볼",30.0,39.6,6,3.75,0.09,동원산업
21787,"완자,꼬마볼",30.0,11.88,1.8,1.13,0.03,동원산업
21788,탕수육,30.0,57.0,7.35,2.55,1.92,동원산업
21789,탕수육,30.0,17.1,2.21,0.77,0.58,동원산업
21790,고등어통조림,30.0,42.0,0,5.31,2.31,동원산업
21791,고등어통조림,30.0,12.6,0,1.59,0.69,동원산업
21792,"꽁치통조림,꽁치",30.0,60.0,2.4,3.9,3.87,동원산업
21793,"꽁치통조림,꽁치",30.0,18.0,0.72,1.17,1.16,동원산업
21794,"통조림,고추마당",30.0,38.4,5.37,3.33,0.39,동원산업
21795,"통조림,고추마당",30.0,11.52,1.61,1,0.12,동원산업
21796,"통조림,고추참치",30.0,45.3,2.79,5.37,1.41,동원산업
21797,"통조림,고추참치",30.0,13.59,0.84,1.61,0.42,동원산업
21798,"통조림,김치찌개참치",30.0,57.6,2.58,6.54,2.34,동원산업
21799,"통조림,김치찌개참치",30.0,17.28,0.77,1.96,0.7,동원산업
21800,"통조림,라이트스탠다드참치",30.0,66.6,0.33,5.28,4.89,동원산업
21801,"통조림,라이트스탠다드참치",30.0,19.98,0.1,1.58,1.47,동원산업
21802,"통조림,마일드참치",30.0,48.6,0.09,5.82,2.79,동원산업
21803,"통조림,마일드참치",30.0,14.58,0.03,1.75,0.84,동원산업
21804,"통조림,아이큐참치",30.0,55.8,0.06,5.91,3.54,동원산업
21805,"통조림,아이큐참치",30.0,16.74,0.02,1.77,1.06,동원산업
21806,"통조림,참치",30.0,50.7,2.94,3.24,2.91,동원산업
21807,"통조림,참치",30.0,15.21,0.88,0.97,0.87,동원산업
21808,"통조림,짜장참치",30.0,39.3,4.56,3.96,0.6,동원산업
21809,"통조림,짜장참치",30.0,11.79,1.37,1.19,0.18,동원산업
21810,"통조림,프리미엄참치",30.0,38.1,0.72,6.39,1.08,동원산업
21811,"통조림,프리미엄참치",30.0,11.43,0.22,1.92,0.32,동원산업
21812,"통조림,후레쉬참치",30.0,33.3,0.12,6.42,0.81,동원산업
21813,"통조림,후레쉬참치",30.0,9.99,0.04,1.93,0.24,동원산업
21814,"통조림,DHA참치",30.0,69.6,0.03,6.03,5.07,동원산업
21815,"통조림,DHA참치",30.0,20.88,0.01,1.81,1.52,동원산업
21816,"어묵,달꼬치",30.0,44.1,7.56,3.36,0.06,동원산업
21817,"어묵,달꼬치",30.0,13.23,2.27,1.01,0.02,동원산업
21818,"어묵,달마당1호",30.0,45.0,7.23,3.36,0.3,동원산업
21819,"어묵,달마당1호",30.0,13.5,2.17,1.01,0.09,동원산업
21820,"어묵,달부들",30.0,52.2,9.96,3,0.06,동원산업
21821,"어묵,달부들",30.0,15.66,2.99,0.9,0.02,동원산업
21822,"어묵,달사각",30.0,49.8,8.43,3.63,0.18,동원산업
21823,"어묵,달사각",30.0,14.94,2.53,1.09,0.05,동원산업
21824,"어묵,들국화",30.0,40.2,6.48,3.45,0.06,동원산업
