id,name,serving_wt,kcal,carbo,protein,fat,company
5563,갈비탕(경상도),600.0,246.0,8.47,34.9,7.91, 
5564,갈비탕(서울),600.0,270.0,17.07,23.83,11.9, 
5565,갈비탕(전라도),600.0,222.0,4.78,27.83,10.05, 
5566,갈비탕(충청도),600.0,228.0,5.11,24.03,12.1, 
5567,곰탕,700.0,579.62,7.35,70.13,29.97, 
5568,곰탕(강원도),700.0,686.0,0.41,91.57,35.2, 
5569,곰탕(경기도),700.0,847.0,29.4,86.46,42.49, 
5570,곰탕(경상도),700.0,294.0,1.67,37.25,15.03, 
5571,곰탕(서울),700.0,595.0,5.81,69.8,32.59, 
5572,곰탕(전라도),700.0,686.0,5.2,64.68,45.24, 
5573,곰탕(충청도),700.0,371.0,1.62,71.02,9.24, 
5574,꼬리곰탕,700.0,765.79,4.63,102.31,37.56, 
5575,꼬리곰탕(강원도),700.0,609.0,3.77,84.44,28.1, 
5576,꼬리곰탕(경기도),700.0,819.0,6.03,115.7,36.72, 
5577,꼬리곰탕(경상도),700.0,679.0,4.96,94.7,30.89, 
5578,꼬리곰탕(서울),700.0,574.0,6.78,88.69,21.39, 
5579,꼬리곰탕(전라도),700.0,959.0,0.81,104.36,59.89, 
5580,꼬리곰탕(충청도),700.0,959.0,5.43,125.95,48.38, 
5581,김치국,100.0,19.84,2.33,1.21,0.63, 
5582,미역오이냉국,100.0,17.64,3.25,0.51,0.29, 
5583,오이냉국,100.0,18.38,3.49,0.48,0.28, 
5584,달걀국,100.0,40.53,1.31,3.57,2.34, 
5585,삼계탕,1000.0,917.61,40.93,115.29,32.52, 
5586,삼계탕(강원도),1000.0,970.0,23.16,127.84,40.41, 
5587,삼계탕(경기도),1000.0,1030.0,50.9,116.88,39.82, 
5588,삼계탕(경상도),1000.0,840.0,51.7,101.09,24.94, 
5589,삼계탕(서울),1000.0,970.0,58.44,123.03,26.93, 
5590,삼계탕(전라도),1000.0,880.0,20.14,121.78,34.63, 
5591,삼계탕(충청도),1000.0,830.0,41.27,101.13,28.41, 
5592,닭곰탕(닭국),100.0,80.36,2.79,11.13,2.74, 
5593,도가니탕,800.0,573.17,4.54,100.88,16.83, 
5594,도가니탕(강원도),800.0,552.0,2.5,99.74,16.03, 
5595,도가니탕(경기도),800.0,520.0,0.9,97.27,13.93, 
5596,도가니탕(경상도),800.0,520.0,7.71,73.6,21.42, 
5597,도가니탕(서울),800.0,536.0,8.34,94.37,13.64, 
5598,도가니탕(전라도),800.0,672.0,4.74,101.57,27.65, 
5599,도가니탕(충청도),800.0,640.0,3.08,138.74,8.32, 
5600,근대된장국,100.0,22.78,2.18,1.87,0.73, 
5601,무된장국,100.0,23.19,3.26,1.36,0.53, 
5602,시금치된장국,100.0,30.66,2.68,2.51,1.1, 
5603,시래기된장국,100.0,21.99,2.44,1.49,0.7, 
5604,쑥된장국,100.0,27.57,2.69,1.91,1.02, 
5605,아욱된장국,100.0,23.45,2.38,2.01,0.66, 
5606,미소된장국,100.0,25.61,1.84,1.88,1.19, 
5607,우거지국,100.0,20.24,2.31,1.48,0.57, 
5608,우렁된장국,500.0,244.92,19.22,24.62,7.73, 
5609,소고기무국,400.0,122.94,7.76,14.21,3.96, 
5610,쇠고기미역국,100.0,23.17,1.19,2.78,0.81, 
5611,홍합미역국,100.0,25.74,1.79,3.03,0.72, 
5612,선짓국,800.0,337.35,10.97,51.14,9.88, 
5613,선짓국(강원도),800.0,272.0,12.23,42.14,5.71, 
5614,선짓국(경기도),800.0,296.0,24.24,30.04,8.75, 
5615,선짓국(경상도),800.0,440.0,4.79,65.47,17.3, 
5616,선짓국(서울),800.0,272.0,0.32,51.62,7.22, 
5617,선짓국(전라도),800.0,416.0,22.11,59.83,9.62, 
5618,선짓국(충청도),800.0,336.0,2.13,57.75,10.66, 
5619,설렁탕,600.0,419.82,12.56,59.58,14.59, 
5620,설렁탕(강원도),600.0,408.0,9.94,62.33,13.28, 
5621,설렁탕(경기도),600.0,330.0,7.52,45.25,12.9, 
5622,설렁탕(경상도),600.0,426.0,9.86,53.77,19.05, 
5623,설렁탕(서울),600.0,498.0,23.74,67.61,14.61, 
5624,설렁탕(전라도),600.0,408.0,2.17,67.08,14.36, 
5625,설렁탕(충청도),600.0,456.0,22.11,61.42,13.31, 
5626,순대국,800.0,540.3,17.26,43.52,33.02, 
5627,순대국(강원도),800.0,624.0,37.09,46,32.56, 
5628,순대국(경기도),800.0,536.0,15.88,46.38,32.23, 
5629,순대국(경상도),800.0,488.0,29.95,24.3,30.35, 
5630,순대국(서울),800.0,688.0,8.75,58.88,46.56, 
5631,순대국(전라도),800.0,536.0,0.78,43.58,39.93, 
5632,순대국(충청도),800.0,360.0,11.11,42.02,16.48, 
5633,어묵국,600.0,250.86,34.24,18.34,4.5, 
5634,어묵국(강원도),600.0,258.0,38.79,15.14,4.44, 
5635,어묵국(경기도),600.0,246.0,33.75,19.24,3.7, 
5636,어묵국(경상도),600.0,180.0,21.76,15.62,3.17, 
5637,어묵국(서울),600.0,318.0,43.55,15.45,8.8, 
5638,어묵국(전라도),600.0,252.0,33.4,19.81,4.64, 
5639,어묵국(충청도),600.0,258.0,34.21,24.77,2.28, 
5640,오징어국,100.0,33.43,2.37,4.83,0.51, 
5641,닭고기육개장,100.0,43.79,2.72,4.96,1.45, 
5642,소고기육개장,700.0,339.87,20.82,21.91,18.77, 
5643,소고기육개장(강원도),700.0,392.0,36.69,24.37,16.74, 
5644,소고기육개장(경기도),700.0,336.0,33.43,16.69,15.34, 
5645,소고기육개장(경상도),700.0,343.0,17.58,14.91,23.31, 
5646,소고기육개장(서울),700.0,231.0,5.38,26.46,11.21, 
5647,소고기육개장(전라도),700.0,385.0,16.93,25.45,24.12, 
5648,소고기육개장(충청도),700.0,350.0,14.96,23.56,21.91, 
5649,바지락조개국,550.0,156.64,10.12,22.05,3.11, 
5650,토란국,250.0,462.5,92,8.5,6.75, 
5651,연포탕,1000.0,541.64,20.19,94.9,9.03, 
5652,연포탕(강원도),1000.0,620.0,20.06,108.28,11.79, 
5653,연포탕(경기도),1000.0,580.0,11.81,115.43,7.48, 
5654,연포탕(경상도),1000.0,610.0,50.62,83.55,7.67, 
5655,연포탕(서울),1000.0,450.0,12.76,82.31,7.37, 
5656,연포탕(전라도),1000.0,550.0,8.39,109.63,9.21, 
5657,연포탕(충청도),1000.0,450.0,17.5,70.22,10.67, 
5658,탕국,250.0,92.5,0.25,13.25,4.25, 
5659,소탕,150.0,87.0,1.95,7.65,5.4, 
5660,어탕,150.0,85.5,1.8,12.75,3.15, 
5661,육탕,150.0,87.0,0.3,12.6,3.9, 
5662,갈낙탕(영암),400.0,261.77,0.84,35.79,12.81, 
5663,게국지(태안),1100.0,415.25,31.71,44.92,12.08, 
5664,곰치국(삼척),1000.0,419.29,23.9,54.31,11.83, 
5665,곰탕(나주),300.0,183.25,18.12,19.42,3.68, 
5666,도토리묵말이(대전),1300.0,462.39,89.69,6.85,8.47, 
5667,매생이국(장흥),500.0,119.25,13.39,10.01,2.85, 
5668,물회(포항),700.0,529.36,55.32,34.43,18.93, 
5669,오징어물회(동해),700.0,581.4,91.19,32.89,9.45, 
5670,올갱이국(괴산),600.0,144.26,13.02,13.66,4.17, 
5671,짱뚱어탕(순천),600.0,188.77,16.63,11.5,8.47, 
5672,추어탕(남원),1000.0,316.72,26.83,22.74,13.16, 
5673,고등어찌개,600.0,601.62,25.62,48.9,33.73, 
5674,꽃게탕,600.0,238.39,18.09,28.39,5.83, 
5675,낙지탕,600.0,187.8,10.38,29.37,3.2, 
5676,대구지리탕,600.0,262.02,9.89,41.61,6.22, 
5677,복지리탕,600.0,232.05,10.33,41.67,2.68, 
5678,생선물회,800.0,577.97,82.49,34.3,12.31, 
5679,아구탕,600.0,246.07,12.76,37.78,4.88, 
5680,오리탕,600.0,482.33,20.98,42.01,25.59, 
5681,우거지해장국,600.0,154.38,13.46,11.92,5.87, 
5682,전복탕,600.0,196.85,15.78,26.79,2.95, 
5683,조기매운탕,600.0,384.38,17.34,35.1,19.4, 
5684,해물탕,600.0,267.81,16.59,39.85,4.67, 
5685,황태해장국,600.0,181.7,5.68,24.5,6.77, 
5686,동태찌개,800.0,368.18,10.44,46.19,15.74, 
5687,동태찌개(강원도),800.0,376.0,10,46.78,16.5, 
5688,동태찌개(경기도),800.0,408.0,9.16,53.55,17.02, 
5689,동태찌개(경상도),800.0,344.0,17.63,46.35,10.04, 
5690,동태찌개(서울),800.0,352.0,8.34,50.24,12.88, 
5691,동태찌개(전라도),800.0,272.0,16.14,36.35,7.18, 
5692,동태찌개(충청도),800.0,456.0,1.34,43.87,30.82, 
5693,감자탕,900.0,959.55,26.89,95.93,52.03, 
5694,감자탕(강원도),900.0,900.0,21.72,92.08,49.38, 
5695,감자탕(경기도),900.0,900.0,33.53,94.73,43.41, 
5696,감자탕(경상도),900.0,954.0,23.28,92.72,54.74, 
5697,감자탕(서울),900.0,1053.0,23.54,105.64,59.83, 
5698,감자탕(전라도),900.0,1116.0,22.4,103.7,67.73, 
5699,감자탕(충청도),900.0,828.0,36.84,86.71,37.09, 
5700,김치찌개,400.0,243.03,11.93,15.07,15, 
5701,김치찌개(강원도),400.0,232.0,7.55,13.36,16.67, 
5702,김치찌개(경기도),400.0,212.0,8.17,16.02,12.74, 
5703,김치찌개(경상도),400.0,264.0,8.13,16.42,18.31, 
5704,김치찌개(서울),400.0,228.0,21.32,15.93,8.65, 
5705,김치찌개(전라도),400.0,284.0,18.78,15.18,16.33, 
5706,김치찌개(충청도),400.0,240.0,7.62,13.52,17.34, 
5707,내장탕,700.0,546.64,13.59,54.77,30.35, 
5708,내장탕(강원도),700.0,574.0,21.69,55.66,29.16, 
5709,내장탕(경기도),700.0,427.0,13.16,57.34,15.74, 
5710,내장탕(경상도),700.0,546.0,7.51,64,29.12, 
5711,내장탕(서울),700.0,749.0,11.35,55.36,53.56, 
5712,내장탕(전라도),700.0,574.0,9.53,60.82,32.78, 
5713,내장탕(충청도),700.0,413.0,18.31,35.47,21.78, 
5714,닭볶음탕,300.0,367.92,22.63,37.98,13.94, 
5715,닭볶음탕(강원도),300.0,330.0,15.39,35.36,14.01, 
5716,닭볶음탕(경기도),300.0,315.0,26.88,30.82,9.29, 
5717,닭볶음탕(경상도),300.0,390.0,21.57,39.82,16.05, 
5718,닭볶음탕(서울),300.0,327.0,23.74,31.72,11.57, 
5719,닭볶음탕(전라도),300.0,495.0,23.41,55.57,19.87, 
5720,닭볶음탕(충청도),300.0,354.0,24.82,34.61,12.85, 
5721,된장찌개,400.0,144.88,13.45,11.5,5.01, 
5722,된장찌개(강원도),400.0,148.0,12.51,10.18,6.36, 
5723,된장찌개(경기도),400.0,156.0,15.23,10.91,5.53, 
5724,된장찌개(경상도),400.0,156.0,14.86,10.25,6.22, 
5725,된장찌개(서울),400.0,128.0,15.84,13.03,1.39, 
5726,된장찌개(전라도),400.0,136.0,13.76,9.71,4.46, 
5727,된장찌개(충청도),400.0,148.0,8.52,14.92,6.07, 
5728,순두부찌개,400.0,200.08,7.62,14.43,12.43, 
5729,순두부찌개(강원도),400.0,244.0,4.35,15.37,18.23, 
5730,순두부찌개(경기도),400.0,180.0,6.77,14.96,10.27, 
5731,순두부찌개(경상도),400.0,184.0,7.9,14.66,10.4, 
5732,순두부찌개(서울),400.0,208.0,9.93,14.59,12.31, 
5733,순두부찌개(전라도),400.0,152.0,6.81,11.61,8.82, 
5734,순두부찌개(충청도),400.0,232.0,9.96,15.39,14.55, 
5735,광어매운탕,600.0,419.79,9.13,58.42,16.62, 
5736,광어매운탕(강원도),600.0,438.0,9.25,63.94,16.16, 
5737,광어매운탕(경기도),600.0,390.0,6.76,51.08,17.53, 
5738,광어매운탕(경상도),600.0,432.0,3.44,61.9,18.85, 
5739,광어매운탕(서울),600.0,402.0,14.07,54.55,14.3, 
5740,광어매운탕(전라도),600.0,456.0,7.96,58.76,20.72, 
5741,광어매운탕(충청도),600.0,402.0,13.31,60.27,12.17, 
5742,대구매운탕,600.0,361.75,16.84,57.36,7.21, 
5743,대구매운탕(강원도),600.0,498.0,40.31,60.71,10.52, 
5744,대구매운탕(경기도),600.0,336.0,9.26,58.39,7.04, 
5745,대구매운탕(경상도),600.0,330.0,10.96,52.49,8.18, 
5746,대구매운탕(서울),600.0,366.0,14.66,60.53,7.25, 
5747,대구매운탕(전라도),600.0,354.0,16.69,56.4,6.88, 
5748,대구매운탕(충청도),600.0,288.0,9.17,55.65,3.41, 
5749,우럭매운탕,600.0,406.82,11.24,52.15,17.03, 
5750,우럭매운탕(강원도),600.0,426.0,9.94,58.63,16.82, 
5751,우럭매운탕(경기도),600.0,330.0,9.67,41.77,14.02, 
5752,우럭매운탕(경상도),600.0,426.0,10.06,51.76,19.87, 
5753,우럭매운탕(서울),600.0,432.0,11.63,59.81,16.53, 
5754,우럭매운탕(전라도),600.0,366.0,13.36,48.65,13, 
5755,우럭매운탕(충청도),600.0,456.0,12.76,52.25,21.95, 
5756,부대찌개,600.0,520.05,47.34,25.96,25.2, 
5757,부대찌개(강원도),600.0,666.0,48.22,29.14,39.82, 
5758,부대찌개(경기도),600.0,480.0,38.41,26.48,24.67, 
5759,부대찌개(경상도),600.0,456.0,42.97,24.06,21.07, 
5760,부대찌개(서울),600.0,540.0,57.23,25.2,23.6, 
5761,부대찌개(전라도),600.0,444.0,46.21,24.89,17.83, 
5762,부대찌개(충청도),600.0,528.0,51.04,26,24.24, 
5763,알탕,700.0,425.56,11.46,66.68,12.56, 
5764,알탕(강원도),700.0,427.0,11.67,63.85,14.12, 
5765,알탕(경기도),700.0,427.0,20.16,59.4,12.2, 
5766,알탕(경상도),700.0,371.0,11.31,62.62,8.09, 
5767,알탕(서울),700.0,427.0,10.71,71.4,10.58, 
5768,알탕(전라도),700.0,462.0,7.91,70.04,17.01, 
5769,알탕(충청도),700.0,441.0,6.99,72.77,13.36, 
5770,곱창전골,100.0,88.15,4.86,6.93,4.55, 
5771,청국장찌개,400.0,271.57,10.41,22.4,15.59, 
5772,청국장찌개(강원도),400.0,292.0,8.04,23.44,18.47, 
5773,청국장찌개(경기도),400.0,252.0,10.09,21,14.38, 
5774,청국장찌개(경상도),400.0,248.0,8.55,21.61,14.36, 
5775,청국장찌개(서울),400.0,256.0,17.58,21.45,11.08, 
5776,청국장찌개(전라도),400.0,272.0,15.41,25.2,12.14, 
5777,청국장찌개(충청도),400.0,308.0,2.81,21.72,23.11, 
5778,추어탕,700.0,341.13,20.29,24.59,17.96, 
5779,추어탕(강원도),700.0,350.0,11.66,26.97,22.11, 
5780,추어탕(경기도),700.0,273.0,25.5,16.32,12.03, 
5781,추어탕(경상도),700.0,203.0,11.66,25.38,8.29, 
5782,추어탕(서울),700.0,364.0,19.17,22.7,22.11, 
5783,추어탕(전라도),700.0,483.0,37.59,26.76,24.77, 
5784,추어탕(충청도),700.0,350.0,16.13,29.43,18.45, 
5785,콩비지찌개,400.0,247.61,17.87,19.37,10.96, 
5786,콩비지찌개(강원도),400.0,232.0,17.95,21.32,8.43, 
5787,콩비지찌개(경기도),400.0,288.0,19.46,23.2,13.14, 
5788,콩비지찌개(경상도),400.0,240.0,15.65,20.5,10.53, 
5789,콩비지찌개(서울),400.0,272.0,16.43,20.68,13.53, 
5790,콩비지찌개(전라도),400.0,232.0,24.14,14.87,8.53, 
5791,콩비지찌개(충청도),400.0,220.0,13.59,15.67,11.62, 
5792,장어탕,250.0,152.01,7.37,10.7,8.86, 
5793,장어탕,250.0,250.0,14.5,22.5,11.25, 
5794,장어탕(강원도),800.0,448.0,17.8,36.52,25.37, 
5795,장어탕(경기도),800.0,504.0,29.31,33.1,28.4, 
5796,장어탕(경상도),800.0,440.0,19.67,28.31,27.46, 
5797,장어탕(서울),800.0,504.0,22.95,38.29,28.51, 
5798,장어탕(전라도),800.0,592.0,26.74,43.14,34.34, 
5799,장어탕(충청도),800.0,440.0,25.06,26.01,26.04, 
5800,부대찌개(의정부),600.0,399.5,39.65,18.4,18.59, 
5801,두부전골(찌개),500.0,315.16,17.09,25.58,16.05, 
5802,버섯찌개,400.0,167.56,15.43,14.7,5.23, 
5803,소고기샤브샤브,600.0,263.75,14.67,29.13,9.84, 
5804,민어찜,100.0,137.0,0,21.5,5.9, 
5805,도미찜,100.0,126.0,0.5,23,3.5, 
5806,북어찜,100.0,156.8,11.99,18.7,3.78, 
5807,아구찜,400.0,310.87,17.47,48.3,5.31, 
5808,아구찜(강원도),400.0,316.0,18.2,51.96,4.09, 
5809,아구찜(경기도),400.0,300.0,20.04,47.8,3.31, 
5810,아구찜(경상도),400.0,312.0,11.17,54.09,5.85, 
5811,아구찜(서울),400.0,312.0,22.51,37.49,7.88, 
5812,아구찜(전라도),400.0,336.0,10.45,61.47,5.56, 
5813,아구찜(충청도),400.0,284.0,22.45,37,5.16, 
5814,조기찜,100.0,182.0,1.6,20.1,10.6, 
5815,홍어찜,250.0,202.67,1.22,47.12,1.03, 
5816,홍어찜(강원도),250.0,202.5,0,49.75,0.28, 
5817,홍어찜(경기도),250.0,195.0,0.47,46.7,0.65, 
5818,홍어찜(경상도),250.0,190.0,0.81,43.73,1.33, 
5819,홍어찜(서울),250.0,192.5,2.04,43.37,1.16, 
5820,홍어찜(전라도),250.0,212.5,1.15,48.21,1.57, 
5821,홍어찜(충청도),250.0,227.5,2.87,50.98,1.22, 
5822,전어찜,100.0,278.0,0.6,17.3,23, 
5823,병어찜,100.0,180.0,0.2,18.9,11.5, 
5824,문어숙회,80.0,67.2,0.72,14.88,0.48, 
5825,소갈비찜,250.0,494.6,13.14,49.86,26.96, 
5826,소갈비찜(강원도),250.0,555.0,7.5,57.73,32.72, 
5827,소갈비찜(경기도),250.0,440.0,18.09,43.44,21.43, 
5828,소갈비찜(경상도),250.0,500.0,11.87,48.3,28.83, 
5829,소갈비찜(서울),250.0,560.0,14.88,54.49,31.3, 
5830,소갈비찜(전라도),250.0,430.0,11.96,47.21,21.36, 
5831,소갈비찜(충청도),250.0,485.0,14.54,48,26.11, 
5832,참꼬막,80.0,90.4,4.56,12.48,2.48, 
5833,돼지고기수육,300.0,1205.91,10.3,67.08,99.6, 
5834,돼지고기수육(강원도),300.0,1263.0,17.74,71.92,100.56, 
5835,돼지고기수육(경기도),300.0,1182.0,13.52,66.62,95.64, 
5836,돼지고기수육(경상도),300.0,1251.0,5.84,66.57,106.97, 
5837,돼지고기수육(서울),300.0,1101.0,8.6,67.97,88.39, 
5838,돼지고기수육(전라도),300.0,1266.0,2.67,66.44,109.91, 
5839,돼지고기수육(충청도),300.0,1170.0,13.46,62.97,96.11, 
5840,족발,150.0,393.77,5.51,39.04,23.95, 
5841,족발(강원도),150.0,376.5,0.8,39.31,24, 
5842,족발(경기도),150.0,493.5,11.26,36.6,33.52, 
5843,족발(경상도),150.0,352.5,6.85,39.81,18.38, 
5844,족발(서울),150.0,363.0,10.06,38.65,18.74, 
5845,족발(전라도),150.0,384.0,3.97,39.63,23.29, 
5846,족발(충청도),150.0,393.0,0.11,40.24,25.81, 
5847,순대,300.0,547.59,94.87,7.96,9.93, 
5848,순대(강원도),300.0,498.0,100.86,8.52,6.77, 
5849,순대(경기도),300.0,552.0,103.04,8.36,11.98, 
5850,순대(경상도),300.0,504.0,95.32,9.42,9.47, 
5851,순대(서울),300.0,546.0,98.24,8.66,13.05, 
5852,순대(전라도),300.0,630.0,63.17,6.83,7.66, 
5853,순대(충청도),300.0,555.0,108.61,5.98,10.68, 
5854,한방오리백숙,300.0,469.53,3.36,68.79,20.1, 
5855,한방오리백숙(강원도),300.0,462.0,4.94,70.71,17.65, 
5856,한방오리백숙(경기도),300.0,459.0,2.41,74.56,16.9, 
5857,한방오리백숙(경상도),300.0,555.0,4.71,61,32.61, 
5858,한방오리백숙(서울),300.0,393.0,1.63,55.27,18.35, 
5859,한방오리백숙(전라도),300.0,495.0,3.74,80.85,17.54, 
5860,한방오리백숙(충청도),300.0,450.0,2.73,70.36,17.58, 
5861,매운갈비찜(대구중구),300.0,517.44,23.72,61.31,19.7, 
5862,붕어찜(경기광주),1100.0,835.6,71.65,54.27,36.88, 
5863,아귀찜(마산),750.0,492.32,43.09,65.38,6.49, 
5864,안동찜닭(안동),1500.0,1364.21,139.51,114.24,38.8, 
5865,오징어순대(속초),350.0,466.86,58.34,45.72,5.62, 
5866,달걀찜,250.0,200.55,4.31,17.35,12.66, 
5867,닭갈비,400.0,595.61,44.9,45.93,25.81, 
5868,대구찜,500.0,376.42,24.66,51.69,7.89, 
5869,동태찜,500.0,394.32,25.77,50.93,9.72, 
5870,등갈비찜(돼지),450.0,961.04,57.4,72.06,49.24, 
5871,해물찜,500.0,400.08,35.35,42.62,9.8, 
5872,가자미구이,100.0,157.17,1.76,21.6,7.08, 
5873,갈치구이,250.0,481.32,0.35,61.99,25.77, 
5874,갈치구이(강원도),250.0,485.0,0,62.78,26.12, 
5875,갈치구이(경기도),250.0,380.0,0.42,57.84,16.31, 
5876,갈치구이(경상도),250.0,492.5,0.42,60.8,27.61, 
5877,갈치구이(서울),250.0,530.0,0.43,62.97,30.71, 
5878,갈치구이(전라도),250.0,502.5,0.47,62.87,27.74, 
5879,갈치구이(충청도),250.0,495.0,0.39,64.71,26.12, 
5880,고등어구이,250.0,667.87,1.86,59.25,47.18, 
5881,고등어구이(강원도),250.0,720.0,0,59.21,53.61, 
5882,고등어구이(경기도),250.0,717.5,0.45,57.39,53.97, 
5883,고등어구이(경상도),250.0,587.5,3.18,60.91,36.68, 
5884,고등어구이(서울),250.0,660.0,1.77,59.77,45.87, 
5885,고등어구이(전라도),250.0,642.5,0.45,61.98,43.68, 
5886,고등어구이(충청도),250.0,690.0,5.29,56.23,49.26, 
5887,굴비구이,100.0,192.65,1.03,23,10.99, 
5888,도미구이,100.0,158.97,0.83,24.45,6.62, 
5889,병어구이,100.0,195.24,0.07,21.85,12.3, 
5890,임연수구이,100.0,197.55,1.41,21.51,11.77, 
5891,양념장어구이,150.0,433.35,8.8,30.77,30.56, 
5892,양념장어구이(강원도),150.0,459.0,5,32.19,34.4, 
5893,양념장어구이(경기도),150.0,390.0,17.73,29.19,22.51, 
5894,양념장어구이(경상도),150.0,451.5,11.18,28.68,32.37, 
5895,양념장어구이(서울),150.0,463.5,7.32,30.98,34.4, 
5896,양념장어구이(전라도),150.0,451.5,4.39,32.59,33.81, 
5897,양념장어구이(충청도),150.0,385.5,7.21,31,25.86, 
5898,양념조기구이,100.0,128.08,4.28,13.69,6.28, 
5899,돼지갈비구이,350.0,941.38,29.07,72.7,59.37, 
5900,돼지갈비구이(강원도),350.0,906.5,35.52,75.11,51.38, 
5901,돼지갈비구이(경기도),350.0,868.0,38.09,70.4,48.08, 
5902,돼지갈비구이(경상도),350.0,1095.5,32.14,72.25,75.36, 
5903,돼지갈비구이(서울),350.0,913.5,28.11,71.64,57.23, 
5904,돼지갈비구이(전라도),350.0,1039.5,15.9,77.69,73.97, 
5905,돼지갈비구이(충청도),350.0,826.0,24.67,69.08,50.19, 
5906,닭꼬치,70.0,176.72,13.35,11.56,8.57, 
5907,닭꼬치(강원도),70.0,175.0,6.8,16.46,9.14, 
5908,닭꼬치(경기도),70.0,169.4,15.87,9.87,7.36, 
5909,닭꼬치(경상도),70.0,186.2,12.16,11.06,10.35, 
5910,닭꼬치(서울),70.0,177.1,18.08,10.46,6.96, 
5911,닭꼬치(전라도),70.0,157.5,14.08,8.2,7.56, 
5912,닭꼬치(충청도),70.0,196.0,13.09,13.31,10, 
5913,소곱창구이,150.0,639.57,5.46,16.71,61.32, 
5914,햄버그스테이크,200.0,457.7,20.76,26.96,29.65, 
5915,햄버그스테이크(강원도),200.0,454.0,18.42,25.5,30.84, 
5916,햄버그스테이크(경기도),200.0,462.0,22.58,26.95,29.24, 
5917,햄버그스테이크(경상도),200.0,484.0,13.65,27.75,35.28, 
5918,햄버그스테이크(서울),200.0,408.0,23.66,29.73,21.68, 
5919,햄버그스테이크(전라도),200.0,454.0,23.95,24.37,28.9, 
5920,햄버그스테이크(충청도),200.0,486.0,22.29,27.46,31.94, 
5921,오리불고기,100.0,225.98,9.57,12.32,15.38, 
5922,훈제오리,250.0,797.14,12.08,43.06,64.07, 
5923,훈제오리(강원도),250.0,705.0,11.97,41.3,54.72, 
5924,훈제오리(경기도),250.0,820.0,2.17,40.54,72.15, 
5925,훈제오리(경상도),250.0,797.5,3.79,42.23,68.04, 
5926,훈제오리(서울),250.0,850.0,26.5,42.27,63.97, 
5927,훈제오리(전라도),250.0,795.0,11.72,43.55,63.9, 
5928,훈제오리(충청도),250.0,815.0,16.32,48.48,61.63, 
5929,소불고기,200.0,176.71,18.3,12.75,5.83, 
5930,소불고기(강원도),200.0,182.0,20.05,11.84,5.99, 
5931,소불고기(경기도),200.0,158.0,15.52,13.14,4.88, 
5932,소불고기(경상도),200.0,200.0,22.98,12.21,6.52, 
5933,소불고기(서울),200.0,188.0,14.76,14.36,7.88, 
5934,소불고기(전라도),200.0,166.0,16.38,13.97,5.01, 
5935,소불고기(충청도),200.0,166.0,20.08,11.01,4.73, 
5936,꿩불고기(충주),500.0,368.8,39.66,33.52,8.45, 
5937,돼지주물럭(돼지갈비)(서울마포),100.0,240.32,8.12,19.53,14.41, 
5938,불고기(광양),150.0,395.29,7.81,34.38,25.17, 
