,name,serving_wt,kcal,carbo,protein,fat,sugars,sodium,chol,saturated_fatty_acid,trans_fatty_acid,year,company
9415,튼튼케어초유+칼슘,30,120,20,5,2.5,10,0,0,1,1.14,2012,대상(주)
9416,튼튼케어초유+칼슘,30,600,100,25,12.5,3,0,0,5,5.7,2017,대상(주)
9417,청정원사과쨈,20,50,13,0,0,12,0,0,0,0.2,2012,대상(주)
9418,청정원사과쨈,20,50,13,0,0,12,0,0,0,0.2,2017,대상(주)
9419,청정원포도쨈,20,50,13,0,0,13,0,0,0,0.2,2012,대상(주)
9420,청정원포도쨈,20,50,13,0,0,2.15,0,0,0,0.2,2017,대상(주)
9421,청정원유기농블루베리쨈,20,48,12,0,0,11,0,0,0,0.2,2012,대상(주)
9422,청정원유기농블루베리쨈,20,48,12,0,0,2.07,0,0,0,0.2,2017,대상(주)
9423,청정원유기농딸기쨈,20,50,13,0,0,11,0,0,0,0.2,2012,대상(주)
9424,청정원유기농딸기쨈,20,50,13,0,0,2.18,0,0,0,0.2,2017,대상(주)
9425,청정원아이사랑딸기쨈,20,50,12,0,0,6,0,0,0,0.2,2012,대상(주)
9426,청정원아이사랑딸기쨈,20,50,12,0,0,2.18,0,0,0,0.2,2017,대상(주)
9427,청정원뿌까마또르담백한맛,30,58.7,5.22,2.61,2.74,1.3,117.39,0,0,0.24,2012,대상(주)
9428,청정원뿌까마또르담백한맛,30,76.56,6.81,3.4,3.57,0.31,153.12,0,0,0.31,2017,대상(주)
9429,우리쌀옛날소시지,30,50,8,2,1.2,0,180,0,0,0.21,2012,대상(주)
9430,우리쌀옛날소시지,30,50,8,2,1.2,0.31,180,0,0,0.21,2017,대상(주)
9431,청정원코코몽소시지,30,60,7,1,3,0,180,5,0.4,0.21,2012,대상(주)
9432,청정원코코몽소시지,30,60,7,1,3,0.31,180,5,0.4,0.21,2017,대상(주)
9433,청정원뿌까마또르,30,56.25,3.75,3,3.45,0.75,157.5,10.5,0.75,0.15,2012,대상(주)
9434,청정원뿌까마또르,30,42.19,2.81,2.25,2.59,0.31,118.13,7.88,0.56,0.11,2017,대상(주)
9435,쉐프원옥수수유,5,45,0,0,5,0,0.25,0,0.75,0,2012,대상(주)
9436,쉐프원옥수수유,5,2.25,0,0,0.25,0,0.01,0,0.04,0,2017,대상(주)
9437,쉐프원100%통참깨참기름,5,45,0,0,5,0,0,0,0.75,0,2012,대상(주)
9438,쉐프원100%통참깨참기름,5,2.25,0,0,0.25,0,0,0,0.04,0,2017,대상(주)
9439,청정원통참깨참기름,5,45,0,0,5,0,0,0,0.75,0,2012,대상(주)
9440,청정원통참깨참기름,5,2.25,0,0,0.25,0,0,0,0.04,0,2017,대상(주)
9441,쉐프원아이쑥쑥비타스쿨,5,45,0,0,5,0,0,0,0.8,0,2012,대상(주)
9442,쉐프원아이쑥쑥비타스쿨,5,2.25,0,0,0.25,0,0,0,0.04,0,2017,대상(주)
9443,쉐프원100%콩식용유,5,45,0,0,5,0,0,0,0.8,0,2012,대상(주)
9444,쉐프원100%콩식용유,5,2.25,0,0,0.25,0,0,0,0.04,0,2017,대상(주)
9445,청정원유기수라당면(중국OEM),20,68,16.8,0,0,0,0,0,0,0.16,2012,대상(주)
9446,청정원유기수라당면(중국OEM),20,54.4,13.44,0,0,0.01,0,0,0,0.13,2017,대상(주)
9447,민속당면,20,68,16.8,0,0,0,0,0,0,0.16,2012,대상(주)
9448,민속당면,20,54.4,13.44,0,0,0.01,0,0,0,0.13,2017,대상(주)
9449,뷰티칼로리면하노이국수,100,46.3,9.8,1,0.3,2,878,0,0,0,2012,대상(주)
9450,뷰티칼로리면하노이국수,100,22.59,4.78,0.49,0.15,2.84,428.29,0,0,0,2017,대상(주)
9451,뷰티칼로리면잔치국수,100,46.3,10.2,1,0.2,1,771,0,0,0,2012,대상(주)
9452,뷰티칼로리면잔치국수,100,22.59,4.98,0.49,0.1,2.09,376.1,0,0,0,2017,대상(주)
9453,뷰티칼로리면토마토스파게티,100,58.5,6.8,1.1,3,3.4,317,0,0.6,0,2012,대상(주)
9454,뷰티칼로리면토마토스파게티,100,22.08,2.57,0.42,1.13,3.74,119.62,0,0.23,0,2017,대상(주)
9455,뷰티카로리면콩국수,100,78,10.2,5.4,1.7,0,337,0,0.3,0,2012,대상(주)
9456,뷰티카로리면콩국수,100,38.05,4.98,2.63,0.83,2.09,164.39,0,0.15,0,2017,대상(주)
9457,뷰티칼로리면야끼우동,100,57.8,9.8,1.4,1.5,4.7,407,0,0.4,0,2012,대상(주)
9458,뷰티칼로리면야끼우동,100,26.76,4.54,0.65,0.69,2.86,188.43,0,0.19,0,2017,대상(주)
9459,뷰티칼로리면비빔면,120,74.64,12.84,1.08,2.28,9.12,709.2,0,0.36,0,2012,대상(주)
9460,뷰티칼로리면비빔면,120,39.81,6.85,0.58,1.22,15.51,378.24,0,0.19,0,2017,대상(주)
9461,뷰티칼로리면볶음짬뽕,120,84.96,10.92,1.68,3.84,3.24,531.6,0,0.72,0,2012,대상(주)
9462,뷰티칼로리면볶음짬뽕,120,46.55,5.98,0.92,2.1,1.31,291.29,0,0.39,0,2017,대상(주)
9463,뷰티칼로리면메밀소바,100,50.5,12,0.5,0,6.4,793.6,0,0,0,2012,대상(주)
9464,뷰티칼로리면메밀소바,100,23.17,5.5,0.23,0,3.46,364.04,0,0,0,2017,대상(주)
9465,뷰티칼로리면새싹동치미물냉면,100,50.5,12.4,1,0,6.9,656,0,0,0,2012,대상(주)
9466,뷰티칼로리면새싹동치미물냉면,100,23.17,5.69,0.46,0,3.46,300.92,0,0,0,2017,대상(주)
9467,청정원오푸드유기농소면,100,365,76,11,2,6,1090,0,0,0,2012,대상(주)
9468,청정원오푸드유기농소면,100,365,76,11,2,3.93,1090,0,0,0,2017,대상(주)
9469,청정원오푸드유기농녹차소면,100,360,76,11,1.5,6,1090,0,0,0,2012,대상(주)
9470,청정원오푸드유기농녹차소면,100,360,76,11,1.5,3.93,1090,0,0,0,2017,대상(주)
9471,청정원찰진국수(중면),100,370,78,11,1.5,1.7,1030,0,0,0,2012,대상(주)
9472,청정원찰진국수(중면),100,370,78,11,1.5,1.67,1030,0,0,0,2017,대상(주)
9473,청정원우리밀찰진국수,100,350,76,12,0,1,1050,0,0,0,2012,대상(주)
9474,청정원우리밀찰진국수,100,350,76,12,0,2.09,1050,0,0,0,2017,대상(주)
9475,청정원찰진국수(소면),100,370,78,11,1.5,1.7,1030,0,0,0,2012,대상(주)
9476,청정원찰진국수(소면),100,370,78,11,1.5,3.93,1030,0,0,0,2017,대상(주)
9477,유기농소면,120,420.61,89.69,14.98,0.21,4.57,1471.45,0,0.02,0,2013,대상(주)
9478,유기농소면,120,504.73,107.63,17.98,0.25,5.66,1765.74,0,0.03,0,2017,대상(주)
9479,청정원유기수라당면,20,69.45,17.3,0.03,0.01,0.1,0,0,0,0,2013,대상(주)
9480,청정원유기수라당면,20,13.89,3.46,0.01,0,0.01,0,0,0,0,2017,대상(주)
9481,엄마가선택한클로렐라(오렌지맛),200,100,22,0,1,18,10,0,0,0,2012,대상(주)
9482,엄마가선택한클로렐라(오렌지맛),200,200,44,0,2,36,20,0,0,0,2017,대상(주)
9483,롱앤키생과일딸기,200,150,36,2,0,28,10,0,0,0,2012,대상(주)
9484,롱앤키생과일딸기,200,250,60,3.33,0,56,16.67,0,0,0,2017,대상(주)
9485,홍초와양파,200,120,30,0,0,20,10,0,0,0,2012,대상(주)
9486,홍초와양파,200,240,60,0,0,40,20,0,0,0,2017,대상(주)
9487,와일드아사이,200,130,26,0,1.6,24,10,0,0,0.6,2012,대상(주)
9488,와일드아사이,200,371.43,74.29,0,4.57,68.57,28.57,0,0,1.71,2017,대상(주)
9489,장편한녹즙,200,80,20,2,0,16,10,0,0,0,2012,대상(주)
9490,장편한녹즙,200,133.33,33.33,3.33,0,27.34,16.67,0,0,0,2017,대상(주)
9491,롱앤키케일,200,80,20,2,0,16,10,0,0,0,2012,대상(주)
9492,롱앤키케일,200,133.33,33.33,3.33,0,32,16.67,0,0,0,2017,대상(주)
9493,어린보리잎과발아현미,200,60,16,2,0,14,60,0,0,0,2012,대상(주)
9494,어린보리잎과발아현미,200,100,26.67,3.33,0,23.33,100,0,0,0,2017,대상(주)
9495,웰코미트로피컬후르츠,200,140,34,5.8,0,22,30,0,0,0.8,2012,대상(주)
9496,웰코미트로피컬후르츠,200,350,85,14.5,0,44,75,0,0,2,2017,대상(주)
9497,알로에,200,200,50,0,0,24,30,0,0,0,2012,대상(주)
9498,알로에,200,400,100,0,0,48,60,0,0,0,2017,대상(주)
9499,데일리업식물혼합Ex엑스,200,90,22,0,0,20,40,0,0,0,2012,대상(주)
9500,데일리업식물혼합Ex엑스,200,180,44,0,0,40,80,0,0,0,2017,대상(주)
9501,콜라겐,200,160,30,10,0,0,90,0,0,0,2012,대상(주)
9502,콜라겐,200,320,60,20,0,0,180,0,0,0,2017,대상(주)
9503,석류,200,110,26,0,0,24,30,0,0,0,2012,대상(주)
9504,석류,200,220,52,0,0,48,60,0,0,0,2017,대상(주)
9505,홍삼순액100,150,0,1.5,0,0,0,30,0,0,0,2012,대상(주)
9506,홍삼순액100,150,0,4.5,0,0,0.94,90,0,0,0,2017,대상(주)
9507,홍삼진액,150,0,1.5,0,0,0,30,0,0,0,2012,대상(주)
9508,홍삼진액,150,0,4.5,0,0,0.94,90,0,0,0,2017,대상(주)
9509,홍삼기력골드프리미엄,150,90,21,0,0,15,0,0,0,0,2012,대상(주)
9510,홍삼기력골드프리미엄,150,270,63,0,0,0.94,0,0,0,0,2017,대상(주)
9511,청정원홍초산수유,150,270,72,0,0,36,0,0,0,1.2,2012,대상(주)
9512,청정원홍초산수유,150,1620,432,0,0,216,0,0,0,7.2,2017,대상(주)
9513,청정원홍초체리,150,240,66,0,0,36,0,0,0,1.2,2012,대상(주)
9514,청정원홍초체리,150,1440,396,0,0,216,0,0,0,7.2,2017,대상(주)
9515,청정원홍초백년초,150,240,60,0,0,42,0,0,0,1.2,2012,대상(주)
9516,청정원홍초백년초,150,1440,360,0,0,252,0,0,0,7.2,2017,대상(주)
9517,청정원홍초마테레몬,150,180,48,0,0,36,174,0,0,1.2,2012,대상(주)
9518,청정원홍초마테레몬,150,1080,288,0,0,216,1044,0,0,7.2,2017,대상(주)
9519,청정원홍초매실,150,300,78,0,0,36,0,0,0,1.2,2012,대상(주)
9520,청정원홍초매실,150,1800,468,0,0,216,0,0,0,7.2,2017,대상(주)
9521,청정원홍초오디,150,210,60,0,0,36,0,0,0,1.2,2012,대상(주)
9522,청정원홍초오디,150,1260,360,0,0,216,0,0,0,7.2,2017,대상(주)
9523,청정원홍초아이스블루베리,150,61.5,16.5,0,0,10.5,0,0,0,1.2,2012,대상(주)
9524,청정원홍초아이스블루베리,150,369,99,0,0,63,0,0,0,7.2,2017,대상(주)
9525,청정원홍초아이스석류,150,63,16.5,0,0,1.8,0,0,0,1.2,2012,대상(주)
9526,청정원홍초아이스석류,150,378,99,0,0,10.8,0,0,0,7.2,2017,대상(주)
9527,콜라겐엘라스틱,200,130,18,16,0,16,30,0,0,0.6,2012,대상(주)
9528,콜라겐엘라스틱,200,371.43,51.43,45.71,0,45.71,85.71,0,0,1.71,2017,대상(주)
9529,발효홍삼6년근,200,50,12,0,0,10,40,0,0,0.8,2012,대상(주)
9530,발효홍삼6년근,200,125,30,0,0,1.67,100,0,0,2,2017,대상(주)
9531,뉴케어하루영양愛(애)고구마맛,200,200,38,5,6,8,150,0,0.8,0,2012,대상(주)
9532,뉴케어하루영양愛(애)고구마맛,200,200,38,5,6,8,150,0,0.8,0,2017,대상(주)
9533,뉴케어하루영양愛(애)고소한맛,200,200,38,5,6,8,180,0,0.8,0,2012,대상(주)
9534,뉴케어하루영양愛(애)고소한맛,200,200,38,5,6,8,180,0,0.8,0,2017,대상(주)
9535,마이씨크릿젤,200,142,46,0,0,6.8,120,0,0,1.2,2012,대상(주)
9536,마이씨크릿젤,200,811.43,262.86,0,0,38.86,685.71,0,0,6.86,2017,대상(주)
9537,레디톡,200,340,84,0.8,2,74,30,0,0,0,2012,대상(주)
9538,레디톡,200,200,49.41,0.47,1.18,43.53,17.65,0,0,0,2017,대상(주)
9539,청정원홍초복분자,150,210,60,0,0,30,0,0,0,1.2,2012,대상(주)
9540,청정원홍초복분자,150,1260,360,0,0,180,0,0,0,7.2,2017,대상(주)
9541,청정원홍초석류,150,210,54,0,0,36,0,0,0,1.2,2012,대상(주)
9542,청정원홍초석류,150,1260,324,0,0,216,0,0,0,7.2,2017,대상(주)
9543,청정원홍초블루베리,150,240,60,0,0,30,0,0,0,1.2,2012,대상(주)
9544,청정원홍초블루베리,150,1440,360,0,0,180,0,0,0,7.2,2017,대상(주)
9545,마이다이어트레시피모닝쉐이크,35,105,17.85,6.3,2.1,7,29.75,10.5,0.53,0.21,2012,대상(주)
9546,마이다이어트레시피모닝쉐이크,35,105,17.85,6.3,2.1,7,29.75,10.5,0.53,0.21,2017,대상(주)
9547,뉴케어토로미퍼펙트,200,560,180,2,0,18,2520,0,0,0,2012,대상(주)
9548,뉴케어토로미퍼펙트,200,560,180,2,0,18,2520,0,0,0,2017,대상(주)
9549,마이다이어트레시피나이트쉐이크,35,105,17.85,2.8,2.1,7,29.75,10.5,0.53,0.21,2012,대상(주)
9550,마이다이어트레시피나이트쉐이크,35,105,17.85,2.8,2.1,7,29.75,10.5,0.53,0.21,2017,대상(주)
9551,뉴케어프로틴퍼펙트,10,38,0.5,9,0,0,10,0,0,0.2,2012,대상(주)
9552,뉴케어프로틴퍼펙트,10,38,0.5,9,0,0,10,0,0,0.2,2017,대상(주)
9553,뉴케어KD+,200,400,49,15,17,7.6,140,0,1.36,0,2012,대상(주)
9554,뉴케어KD+,200,400,49,15,17,7.6,140,0,1.36,0,2017,대상(주)
9555,뉴케어하이프로틴,200,200,24,13,6,3.2,210,0,2.4,0,2012,대상(주)
9556,뉴케어하이프로틴,200,200,24,13,6,3.2,210,0,2.4,0,2017,대상(주)
9557,뉴케어홍삼맛,200,200,31,7,6,6.8,110,0,0.8,0,2012,대상(주)
9558,뉴케어홍삼맛,200,200,31,7,6,6.8,110,0,0.8,0,2017,대상(주)
9559,뉴케어커피맛,200,200,30,7,6,9,110,0,1.28,0,2012,대상(주)
9560,뉴케어커피맛,200,200,30,7,6,9,110,0,1.28,0,2017,대상(주)
9561,뉴케어칼로리1.5,200,300,41,13,10,2.8,200,0,2.3,0,2012,대상(주)
9562,뉴케어칼로리1.5,200,300,41,13,10,2.8,200,0,2.3,0,2017,대상(주)
9563,뉴케어딸기맛,200,200,30,7,6,6.8,130,0,1.28,0,2012,대상(주)
9564,뉴케어딸기맛,200,200,30,7,6,6.8,130,0,1.28,0,2017,대상(주)
9565,뉴케어검은깨,200,200,31,7,6,6.8,110,0,0.8,0,2012,대상(주)
9566,뉴케어검은깨,200,200,31,7,6,6.8,110,0,0.8,0,2017,대상(주)
9567,뉴케어KD,200,400,64,6,14,4,120,0,1.1,0,2012,대상(주)
9568,뉴케어KD,200,400,64,6,14,4,120,0,1.1,0,2017,대상(주)
9569,뉴케어화이바,200,200,28,8,7,1,150,0,1.8,0,2012,대상(주)
9570,뉴케어화이바,200,200,28,8,7,1,150,0,1.8,0,2017,대상(주)
9571,뉴케어당뇨식,200,200,22,9,9.56,4,160,0,1.4,0,2012,대상(주)
9572,뉴케어당뇨식,200,200,22,9,9.56,4,160,0,1.4,0,2017,대상(주)
9573,뉴케어구수한맛,200,200,30,7,6,7,130,0,1.4,0,2012,대상(주)
9574,뉴케어구수한맛,200,200,30,7,6,7,130,0,1.4,0,2017,대상(주)
9575,뉴케어300TF,200,200,29,8,6,1,140,0,1.8,0,2012,대상(주)
9576,뉴케어300TF,200,200,29,8,6,1,140,0,1.8,0,2017,대상(주)
9577,알지파워5000,16.7,66.8,7.35,5.01,0.17,5.01,3.34,0,0.08,0.15,2012,대상(주)
9578,알지파워5000,16.7,66.8,7.35,5.01,0.17,5.01,3.34,0,0.08,0.15,2017,대상(주)
9579,뉴케어큐랙트,27,103.95,10.8,15.12,0,8.1,0,0,0,0.16,2012,대상(주)
9580,뉴케어큐랙트,27,103.95,10.8,15.12,0,8.1,0,0,0,0.16,2017,대상(주)
9581,청정원버섯크림스파게티소스,100,170,8,3,14,1,380,25,9,0.6,2015,대상(주)
9582,청정원버섯크림스파게티소스,100,170,8,3,14,1,380,25,9,0.6,2017,대상(주)
9583,청정원베이컨&까망베르까르보나라스파게티소스,100,165,7,3,14,2,490,15,12,0.6,2015,대상(주)
9584,청정원베이컨&까망베르까르보나라스파게티소스,100,165,7,3,14,2,490,15,12,0.6,2017,대상(주)
9585,청정원새송이버섯&고르곤졸라스파게티소스,100,150,7,3,12,2,550,15,10,0.5,2015,대상(주)
9586,청정원새송이버섯&고르곤졸라스파게티소스,100,150,7,3,12,2,550,15,10,0.5,2017,대상(주)
9587,청정원매콤한삼선짜장,120,110,16,4,3.33,6.67,753.33,4,1.33,0,2015,대상(주)
9588,청정원매콤한삼선짜장,120,132,19.2,4.8,4,1.31,904,4.8,1.6,0,2017,대상(주)
9589,청정원스파이시오리엔탈드레싱소스(상온),100,160,15,2,10,13,920,0,0.8,0,2015,대상(주)
9590,청정원스파이시오리엔탈드레싱소스(상온),100,160,15,2,10,13,920,0,0.8,0,2017,대상(주)
9591,청정원피자소스1호,100,143.6,21,4.1,4.8,17.7,534.36,0.3,0.9,0.05,2014,대상(주)
9592,청정원피자소스1호,100,143.6,21,4.1,4.8,17.7,534.36,0.3,0.9,0.05,2017,대상(주)
9593,청정원스파게티소스1호,100,67.2,9.5,2.8,2,6.1,510.6,0.3,0.4,0.03,2014,대상(주)
9594,청정원스파게티소스1호,100,67.2,9.5,2.8,2,6.1,510.6,0.3,0.4,0.03,2017,대상(주)
9595,청정원카레여왕약간매운맛,200,924.4,101.8,18.6,49.2,22,5685.7,0.66,23.4,3.42,2014,대상(주)
9596,청정원카레여왕약간매운맛,200,1848.8,203.6,37.2,98.4,44,11371.4,1.32,46.8,6.84,2017,대상(주)
9597,청정원렌지짱매운홍닭,100,177.5,24,8,5.5,7.5,400,17,1.7,0,2015,대상(주)
9598,청정원렌지짱매운홍닭,100,177.5,24,8,5.5,7.5,400,17,1.7,0,2017,대상(주)
9599,청정원렌지짱미트볼,100,186,17,7,10,5.5,525,19,3.5,0,2015,대상(주)
9600,청정원렌지짱미트볼,100,186,17,7,10,3.33,525,19,3.5,0,2017,대상(주)
9601,청정원렌지짱숯불떡갈비,100,173,11,7.5,11,3.5,420,17.5,5,0,2015,대상(주)
9602,청정원렌지짱숯불떡갈비,100,173,11,7.5,11,3.13,420,17.5,5,0,2017,대상(주)
9603,청정원아침에먹는단팥죽,100,116,25.2,4,0,7.2,112,0,0,0,2015,대상(주)
9604,청정원아침에먹는단팥죽,100,116,25.2,4,0,7.2,112,0,0,0,2017,대상(주)
9605,청정원아침에먹는호박죽,100,75,17.08,1.25,0.29,7.08,150,0,0.21,0,2015,대상(주)
9606,청정원아침에먹는호박죽,100,75,17.08,1.25,0.29,7.08,150,0,0.21,0,2017,대상(주)
9607,청정원아침에먹는쇠고기버섯죽,100,54.17,10.42,2.08,0.42,0.83,195.83,0,0.21,0,2015,대상(주)
9608,청정원아침에먹는쇠고기버섯죽,100,54.17,10.42,2.08,0.42,0.77,195.83,0,0.21,0,2017,대상(주)
9609,청정원아침에먹는전복소라죽,100,52.08,10.42,2.08,0.29,0.58,170.83,0,0,0,2015,대상(주)
9610,청정원아침에먹는전복소라죽,100,52.08,10.42,2.08,0.29,0.58,170.83,0,0,0,2017,대상(주)
9611,청정원아침에먹는흑임자죽,100,72.92,9.58,2.08,2.92,0.21,179.17,0,0.5,0,2015,대상(주)
9612,청정원아침에먹는흑임자죽,100,72.92,9.58,2.08,2.92,4.58,179.17,0,0.5,0,2017,대상(주)
9613,청정원옛날식짜장,100,108.33,14.44,2.78,4.44,6.67,494.44,12.22,1.78,0,2015,대상(주)
9614,청정원옛날식짜장,100,108.33,14.44,2.78,4.44,4,494.44,12.22,1.78,0,2017,대상(주)
9615,청정원오리엔탈드레싱(상온),100,205,13,2,16,13,1170,0,2.6,0,2015,대상(주)
9616,청정원오리엔탈드레싱(상온),100,205,13,2,16,26.88,1170,0,2.6,0,2017,대상(주)
9617,청정원치즈크림스파게티소스,100,185,7,3,16,2,370,20,13,0.7,2015,대상(주)
9618,청정원치즈크림스파게티소스,100,185,7,3,16,3.57,370,20,13,0.7,2017,대상(주)
9619,청정원카레여왕토마토&치킨,100,100,13.57,3.57,3.57,4.29,464.29,12.86,2.14,0,2015,대상(주)
9620,청정원카레여왕토마토&치킨,100,100,13.57,3.57,3.57,3.35,464.29,12.86,2.14,0,2017,대상(주)
9621,청정원진한케찹,100,110,26,2,0,21,1090,0,0,0,2015,대상(주)
9622,청정원진한케찹,100,110,26,2,0,20,1090,0,0,0,2017,대상(주)
9623,청정원우리아이케찹,100,135,32,2,0,18,1190,0,0,0,2015,대상(주)
9624,청정원우리아이케찹,100,135,32,2,0,20,1190,0,0,0,2017,대상(주)
9625,청정원케찹골드,100,90,22,1,0,16,930,0,0,0,2015,대상(주)
9626,청정원케찹골드,100,90,22,1,0,16,930,0,0,0,2017,대상(주)
9627,청정원프렌치발사믹드레싱(상온),100,280,20,0.5,22,16,1140,0,3.4,0,2015,대상(주)
9628,청정원프렌치발사믹드레싱(상온),100,280,20,0.5,22,10.3,1140,0,3.4,0,2017,대상(주)
9629,청정원뷰티칼로리면볶음짬뽕,120,84.93,10.96,1.64,3.84,3.29,531.51,0,0.71,0,2015,대상(주)
9630,청정원뷰티칼로리면볶음짬뽕,120,101.92,13.15,1.97,4.6,1.31,637.81,0,0.86,0,2017,대상(주)
9631,청정원뷰티칼로리면잔치국수,100,46.34,10.24,0.98,0.24,0.98,770.73,0,0,0,2015,대상(주)
9632,청정원뷰티칼로리면잔치국수,100,46.34,10.24,0.98,0.24,0.98,770.73,0,0,0,2017,대상(주)
9633,청정원뷰티칼로리면하노이누들,100,46.34,9.76,0.98,0.34,1.95,878.05,0,0,0,2015,대상(주)
9634,청정원뷰티칼로리면하노이누들,100,46.34,9.76,0.98,0.34,2.84,878.05,0,0,0,2017,대상(주)
9635,청정원뷰티칼로리면비빔면,120,74.67,12.8,1.07,2.24,9.07,709.33,0,0.37,0,2015,대상(주)
9636,청정원뷰티칼로리면비빔면,120,89.6,15.36,1.28,2.69,15.51,851.2,0,0.45,0,2017,대상(주)
9637,청정원뷰티칼로리면새싹동치미물냉면,100,50.46,12.39,0.37,0,6.88,655.96,0,0,0,2015,대상(주)
9638,청정원뷰티칼로리면새싹동치미물냉면,100,50.46,12.39,0.37,0,3.46,655.96,0,0,0,2017,대상(주)
9639,청정원민속당면,20,72,17.6,0,0,0,4,0,0,0,2015,대상(주)
9640,청정원민속당면,20,14.4,3.52,0,0,0.01,0.8,0,0,0,2017,대상(주)
9641,청정원민속자른당면,20,72,17.6,0,0,0,4,0,0,0,2015,대상(주)
9642,청정원민속자른당면,20,14.4,3.52,0,0,0.01,0.8,0,0,0,2017,대상(주)
9643,청정원뷰티칼로리면메밀소바,100,48.17,11.93,0.46,0,6.42,793.58,0,0,0,2015,대상(주)
9644,청정원뷰티칼로리면메밀소바,100,48.17,11.93,0.46,0,3.46,793.58,0,0,0,2017,대상(주)
9645,청정원뷰티칼로리면야끼우동,120,69.44,11.67,1.67,1.83,5.56,488.89,0,0.44,0,2015,대상(주)
9646,청정원뷰티칼로리면야끼우동,120,83.33,14,2,2.2,4.12,586.67,0,0.53,0,2017,대상(주)
9647,청정원유기농수라당면,20,68,16.8,0,0,0,0,0,0,0,2015,대상(주)
9648,청정원유기농수라당면,20,13.6,3.36,0,0,0.01,0,0,0,0,2017,대상(주)
9649,청정원유기농소면,100,365,76,11,2,6,1090,0,0,0,2015,대상(주)
9650,청정원유기농소면,100,365,76,11,2,3.93,1090,0,0,0,2017,대상(주)
9651,청정원유기농녹차소면,100,360,76,11,15,6,1090,0,0,0,2015,대상(주)
9652,청정원유기농녹차소면,100,360,76,11,15,3.93,1090,0,0,0,2017,대상(주)
9653,청정원쌀올리고당,100,320,81,0,0,37,20,0,0,0,2015,대상(주)
9654,청정원쌀올리고당,100,320,81,0,0,25,20,0,0,0,2017,대상(주)
9655,청정원요리올리고당,100,310,78,0,0,45,0,0,0,0,2015,대상(주)
9656,청정원요리올리고당,100,310,78,0,0,25,0,0,0,0,2017,대상(주)
9657,청정원올리고당,100,310,79,0,0,25,0,0,0,0,2015,대상(주)
9658,청정원올리고당,100,310,79,0,0,25,0,0,0,0,2017,대상(주)
9659,청정원사과올리고당,100,320,81,0,0,31,0,0,0,0,2015,대상(주)
9660,청정원사과올리고당,100,320,81,0,0,25,0,0,0,0,2017,대상(주)
9661,청정원홍초복분자,150,240,63,0,0,36,0,0,0,0,2015,대상(주)
9662,청정원홍초복분자,150,360,94.5,0,0,54,0,0,0,0,2017,대상(주)
9663,청정원홍초블루베리,150,240,60,0,0,30,0,0,0,0,2015,대상(주)
9664,청정원홍초블루베리,150,360,90,0,0,45,0,0,0,0,2017,대상(주)
9665,청정원홍초석류,150,240,64.8,0,0,45,0,0,0,0,2015,대상(주)
9666,청정원홍초석류,150,360,97.2,0,0,67.5,0,0,0,0,2017,대상(주)
9667,청정원유기농현미식초,100,0,0,0,0,0,0,0,0,0,2015,대상(주)
9668,청정원유기농현미식초,100,0,0,0,0,0,0,0,0,0,2017,대상(주)
9669,청정원유기농사과식초,100,0,0,0,0,0,0,0,0,0,2015,대상(주)
9670,청정원유기농사과식초,100,0,0,0,0,0,0,0,0,0,2017,대상(주)
9671,청정원유기농황설탕,5,20,5,0,0,4.9,0,0,0,0,2015,대상(주)
9672,청정원유기농황설탕,5,1,0.25,0,0,0.24,0,0,0,0,2017,대상(주)
9673,청정원유기농흑설탕,5,20,5,0,0,4.95,0,0,0,0,2015,대상(주)
9674,청정원유기농흑설탕,5,1,0.25,0,0,0.23,0,0,0,0,2017,대상(주)
9675,청정원뿌까마또르플러스,30,60,4,3,3.5,1,210,5,0.65,0,2015,대상(주)
9676,청정원뿌까마또르플러스,30,18,1.2,0.9,1.05,0.31,63,1.5,0.2,0,2017,대상(주)
9677,청정원유기농보리차,200,0,0,0,0,0,0,0,0,0,2015,대상(주)
9678,청정원유기농보리차,200,0,0,0,0,0,0,0,0,0,2017,대상(주)
9679,청정원유기농옥수수차,200,0,0,0,0,0,0,0,0,0,2015,대상(주)
9680,청정원유기농옥수수차,200,0,0,0,0,0,0,0,0,0,2017,대상(주)
9681,청정원유기농100%국내산우리아이보리차,100,0,0,0,0,0,0,0,0,0,2015,대상(주)
9682,청정원유기농100%국내산우리아이보리차,100,0,0,0,0,0,0,0,0,0,2017,대상(주)
9683,청정원유기농옥수수수염차,200,0,0,0,0,0,0,0,0,0,2015,대상(주)
9684,청정원유기농옥수수수염차,200,0,0,0,0,0,0,0,0,0,2017,대상(주)
9685,청정원옥수수유,5,45,0,0,5,0,0,0,0.8,0,2015,대상(주)
9686,청정원옥수수유,5,2.25,0,0,0.25,0,0,0,0.04,0,2017,대상(주)
9687,청정원올리브유,100,900,0,0,100,0,0,0,14,0,2015,대상(주)
9688,청정원올리브유,100,900,0,0,100,0,0,0,14,0,2017,대상(주)
9689,청정원포도씨유,5,45,0,0,5,0,0,0,0.55,0,2015,대상(주)
9690,청정원포도씨유,5,2.25,0,0,0.25,0,0,0,0.03,0,2017,대상(주)
9691,청정원유기농올리브유,5,45,0,0,5,0,0,0,0.95,0,2015,대상(주)
9692,청정원유기농올리브유,5,2.25,0,0,0.25,0,0,0,0.05,0,2017,대상(주)
