,name,serving_wt,kcal,carbo,protein,fat,sugars,sodium,chol,saturated_fatty_acid,trans_fatty_acid,year,company
8610,클래식모카,70,147,26.6,3.5,2.8,9.1,184.8,17.5,1.4,0,2015,
8611,키즈초코레이싱,47,90.24,7.52,0.94,6.11,5.64,24.44,23.97,3.29,0,2015,
8612,통큰팥빵,77,150.15,28.49,3.85,2.31,8.47,58.52,17.71,0.77,0,2015,
8613,특판케익(고구마맛),70,151.2,17.5,3.5,7.7,11.2,35,123.2,3.5,0,2015,
8614,특판케익(고구마맛2단),70,149.8,17.5,2.8,7.7,10.5,32.2,116.9,3.5,0,2015,
8615,특판케익(초코),70,137.2,16.1,2.8,7,9.8,116.2,31.5,2.1,0,2015,
8616,특판케익(초코2단),70,135.8,16.8,2.8,6.3,9.8,118.3,32.2,2.1,0,2015,
8617,"도넛,티라미수소프트링",62,142.6,14.88,2.48,8.06,3.72,99.2,0,3.72,0,2015,
8618,"도넛,티라미수스퀘어케잌",71,184.6,19.88,2.84,10.65,4.97,120.7,0,4.26,0,2015,
8619,티라미스케익,47,68.62,7.05,1.41,3.76,5.17,32.43,42.3,2.35,0,2015,
8620,"도넛,파우더스트로베리필드",71,173.95,21.3,2.13,9.23,6.39,106.5,0,3.2,0,2015,
8621,페스트리토스트,65,132.6,18.85,3.25,5.2,1.95,183.95,9.75,3.25,0,2015,
8622,포쉬케익,50,64,6.5,1.5,3.5,5,45,29,2,0,2015,
8623,프리미엄생크림2호,70,122.5,14.7,1.4,6.3,9.8,54.6,31.5,4.2,0,2015,
8624,프리미엄생크림케익(3호),70,114.8,14,1.4,5.6,9.8,51.8,29.4,3.5,0,2015,
8625,프리미엄에클레어,80,221.6,30.4,4.8,8.8,10.4,358.4,0,5.12,0,2015,
8626,플래인머핀,80,248.8,27.2,4,14.4,12,156,50.4,3.2,0,2015,
8627,플래인베이글,100,286.85,58.39,10.14,1.41,5.1,340.25,0,0.34,0,2013,
8628,플레인와플,100,443.94,55.06,6.5,21.97,25.92,132.1,0,8.9,0,2013,
8629,피칸파이,70,158.9,21.7,2.8,7,11.9,39.9,65.8,2.1,0,2015,
8630,핑크러브생크림미니,70,121.8,14,1.4,6.3,10.5,51.1,28.7,4.2,0,2015,
8631,"도넛,핫치킨풀어파츠",82,188.6,23.78,9.02,6.56,4.1,311.6,0,3.36,0,2015,
8632,핸드메이드고구마2호,70,149.8,17.5,2.1,7.7,11.9,30.1,63,4.2,0,2015,
8633,핸드메이드고구마3호,70,149.8,17.5,2.1,7.7,11.9,30.1,63.7,4.2,0,2015,
8634,핸드메이드고구마4호,70,149.8,17.5,2.1,7.7,11.9,30.1,63,4.2,0,2015,
8635,핸드메이드딸기2호,70,152.6,18.2,2.1,8.4,11.9,30.1,60.9,4.9,0,2015,
8636,핸드메이드딸기3호,70,152.6,16.1,2.1,8.4,11.9,30.1,60.9,4.9,0,2015,
8637,핸드메이드딸기4호,70,152.6,16.1,2.1,8.4,11.9,30.1,60.9,4.9,0,2015,
8638,핸드메이드초코2호,70,162.4,17.5,2.8,9.1,13.3,28,59.5,4.9,0,2015,
8639,핸드메이드초코3호,70,162.4,17.5,2.8,9.1,13.3,27.3,59.5,4.9,0,2015,
8640,핸드메이드초코4호,70,162.4,17.5,2.8,9.1,13.3,28,59.5,4.9,0,2015,
8641,핸드메이드화이트2단,70,149.1,16.8,2.1,7.7,12.6,29.4,57.4,4.2,0,2015,
8642,핸드메이드화이트2호,70,147.7,17.5,2.1,7.7,12.6,29.4,59.5,4.2,0,2015,
8643,핸드메이드화이트3호,70,147.7,17.5,2.1,7.7,12.6,29.4,58.8,4.2,0,2015,
8644,핸드메이드화이트4호,70,147.7,16.8,2.1,7.7,12.6,29.4,56.7,4.2,0,2015,
8645,허니치즈브레드,100,331,34.47,12.01,16.12,5.91,455.33,0,6.2,0,2013,
8646,호두바나나머핀,100,400.43,40.31,6.21,23.82,22.38,131.38,0,9.17,0,2013,
8647,호두케익,57,137.37,11.4,1.71,9.12,7.41,63.27,30.78,3.99,0,2015,
8648,호박파운드,70,130.2,21,2.1,4.2,8.4,235.2,25.2,0.7,0,2015,
8649,고구마크림치즈패스츄리,100,360.91,46.99,7.21,16.01,14.13,304.42,0,4.99,0,2013,
8650,빅검은깨고구마앙금빵,100,307.14,56.09,7.31,5.95,11.37,208.26,0,2.18,0,2013,
8651,빅아몬드통팥빵,100,256.96,45.24,6.59,5.52,15.77,206.05,0,2,0,2013,
8652,우리보리모닝롤,100,335.49,57.13,9.33,7.74,9.09,385.28,0,2.78,0,2013,
8653,크렌베리브레드,100,265.83,50.6,10.21,2.51,10.17,291.27,0,0.38,0,2013,
8654,호밀블루베리브레드,100,261.03,51.52,9.91,1.7,3.34,384.1,0,0.48,0,2013,
8655,"아이스크림,(X-MAS)네잎클로버(MM+BC+CJ+CM)",100,240,25,7,11,22,80,35,6,0,2012,
8656,"아이스크림,더블초콜릿블러섬",100,250,30,4,13,27,105,35,8,0,2012,
8657,"아이스크림,버블디노",100,240,25,8,11,22,85,30,6,0,2012,
8658,"아이스크림,블루베리요거트",100,210,29,4,9,23,100,30,6,0,2012,
8659,"아이스크림,어드벤쳐",100,250,30,7,9,23,75,30,6,0,2012,
8660,"아이스크림,(X-MAS)와츄원NO.4(YO+ABB+TCC+VBS)",100,210,28,4,9,23,95,25,6,0,2012,
8661,"아이스크림,(X-MAS)와츄원NO.6(PIB+ABB+SS+CJ+MCC+BCC)",100,230,29,4,11,24,100,40,7,0,2012,
8662,"아이스크림,(X-MAS)와츄원NO.8(PIB+ABB+CHC+GT+CJ+MCC+SS+BCC)",100,230,28,4,11,25,105,40,7,0,2012,
8663,"아이스크림,인크레더블가든",100,240,33,4,11,25,130,30,6,0,2012,
8664,"아이스크림,큐브샤롯뜨",100,220,26,4,12,22,85,40,7,0,2012,
8665,"아이스크림,31요거트",115,226.55,0,4.6,0,27.6,118.45,0,6.9,0,2015,
8666,"아이스크림,5가지큐브샤롯뜨",115,290.95,0,5.75,0,28.75,119.6,0,9.2,0,2015,
8667,"아이스크림,고스트월드",100,260,29,4,15,26,115,40,10,0.5,2012,
8668,"아이스크림,그린티",115,278.3,0,5.75,0,28.75,125.35,0,10.35,0,2015,
8669,"아이스크림,그린티러버",115,331.2,0,16.1,0,20.7,93.15,0,8.05,0,2015,
8670,"아이스크림,그린티티라미스",115,311.65,0,6.9,0,28.75,158.7,0,10.35,0,2015,
8671,"아이스크림,내친구배스키",100,270,26,9,12,23,85,30,7,0,2012,
8672,"아이스크림,네잎클로버",115,331.2,0,9.2,0,29.9,105.8,0,9.2,0,2015,
8673,"아이스크림,뉴욕치즈케이크",115,325.45,0,5.75,0,29.9,146.05,0,11.5,0,2015,
8674,"아이스크림,다크초코나이트",115,370.3,0,6.9,0,37.95,278.3,0,10.35,0,2015,
8675,"아이스크림,더블쿠키샌드(체리쥬빌레&초코후레이크)",74,230.14,25.9,2.96,13.32,5.18,79.92,34.78,5.18,0,2012,
8676,"아이스크림,더블쿠키샌드(초콜릿무스&화이트초콜릿)",74,259.74,28.86,3.7,14.8,10.36,90.28,34.78,5.92,0,2012,
8677,"아이스크림,더블쿠키샌드-초코쿠키",74,192.4,0,2.96,0,7.4,66.6,0,4.44,0,2015,
8678,"아이스크림,더블쿠키샌드-플레인쿠키",74,170.2,0,2.22,0,3.7,59.2,0,3.7,0,2015,
8679,"아이스크림,듀얼와츄원NO.9",115,339.25,0,5.75,0,33.35,139.15,0,10.35,0,2015,
8680,"아이스크림,디노젤리",100,210,27,4,10,23,65,40,6,0,2012,
8681,"아이스크림,땅콩로켓",100,230,29,5,17,26,120,40,10,0,2012,
8682,"아이스크림,러브미",115,290.95,0,3.45,0,32.2,119.6,0,9.2,0,2015,
8683,"아이스크림,러블리큐브",115,290.95,0,3.45,0,33.35,125.35,0,8.05,0,2015,
8684,"아이스크림,러블리큐브(PIB+SS+BCC+ABB+CJ+CHC)",100,230,30,3,11,26,110,35,7,0,2012,
8685,"아이스크림,레인보우샤베트",115,185.15,0,1.15,0,40.25,46,0,1.15,0,2015,
8686,"아이스크림,로맨틱시즘NO6",115,290.95,0,5.75,0,29.9,132.25,0,8.05,0,2015,
8687,"아이스크림,롤바닐라(동그린)",33,90.09,14.19,1.98,4.62,7.92,34.98,9.9,2.97,0,2012,
8688,"아이스크림,롤초콜릿(동그린)",33,99.99,14.85,1.98,4.62,8.91,34.98,9.9,2.64,0,2012,
8689,"아이스크림,마녀의칵테일파티",100,200,27,3,10,26,80,40,6,0,2012,
8690,"아이스크림,마법사의할로윈",115,304.75,0,5.75,0,35.65,139.15,0,9.2,0,2015,
8691,"아이스크림,마이레몬트리",100,165.17,33.17,0.76,3.28,24.2,15.49,0,1.52,0,2013,
8692,"아이스크림,망고탱고",100,210.95,26.64,2.67,10.41,20.54,36.8,0,6.21,0,2013,
8693,"아이스크림,몽키바나나아이스캔디",65,58.5,12.35,0.65,0.98,10.4,16.25,3.25,0.65,0,2015,
8694,"아이스크림,무비씨어터팝콘",115,333.5,0,5.75,0,26.45,146.05,0,10.35,0,2015,
8695,"아이스크림,민트초콜릿칩",100,229.1,24.95,3.09,12.99,12.07,61.38,0,7.44,0,2013,
8696,"아이스크림,민트향초콜릿칩",100,230,25,4,13,23,90,45,9,0,2012,
8697,"아이스크림,민트향초콜릿칩",115,304.75,0,5.75,0,29.9,119.6,0,11.5,0,2015,
8698,"아이스크림,바나나몬스터",100,260,31,4,15,27,130,35,8,0,2012,
8699,"아이스크림,바닐라",115,278.3,0,5.75,0,28.75,125.35,0,10.35,0,2015,
8700,"아이스크림,바닐라스카이",100,158.95,29.46,0.77,4.23,21.53,16.16,0,2.57,0,2013,
8701,"아이스크림,바람과함께사라지다",115,304.75,0,5.75,0,34.5,146.05,0,9.2,0,2015,
8702,"아이스크림,베리로맨틱홀리데이",100,250,27,8,10,25,80,30,6,0,2012,
8703,"아이스크림,베리베리스트로베리",115,251.85,0,3.45,0,32.2,98.9,0,8.05,0,2015,
8704,"아이스크림,별이빛나는밤에",115,264.5,0,8.05,0,26.45,93.15,0,5.75,0,2015,
8705,"아이스크림,블루베리요거트",115,278.3,0,5.75,0,29.9,132.25,0,9.2,0,2015,
8706,"아이스크림,비스킷슈-체리",45,45,0,0.9,0,4.5,20.25,0,1.8,0,2015,
8707,"아이스크림,비스킷슈-초콜릿",45,49.5,0,0.9,0,5.4,24.75,0,1.8,0,2015,
8708,"아이스크림,쁘띠봉봉프랜드",100,260,25,10,11,22,95,30,6,0,2012,
8709,"아이스크림,사랑에빠진딸기",115,316.25,0,5.75,0,33.35,158.7,0,9.2,0,2015,
8710,"아이스크림,새콤오렌지베리",115,264.5,0,3.45,0,34.5,105.8,0,8.05,0,2015,
8711,"아이스크림,선물가득산타",100,260,26,8,12,22,80,30,7,0,2012,
8712,"아이스크림,순수(秀)우유아이스크림",115,299,0,5.75,0,20.7,98.9,0,11.5,0,2015,
8713,"아이스크림,숲속의루돌프",100,220,23,4,12,22,95,45,8,0,2012,
8714,"아이스크림,슈그린티",30,69.9,9,2.1,3,6,65.1,9.9,2.1,0,2012,
8715,"아이스크림,슈초콜릿(동그린)",30,69.9,11.1,2.1,3,6,69.9,9.9,1.5,0,2012,
8716,"아이스크림,슈팅스타",115,304.75,0,3.45,0,35.65,112.7,0,9.2,0,2015,
8717,"아이스크림,슈팅스타어드벤처",115,331.2,0,9.2,0,29.9,98.9,0,8.05,0,2015,
8718,"아이스크림,스노우모찌-그린티",70,140,0,2.1,0,6.3,87.5,0,2.1,0,2015,
8719,"아이스크림,스노우모찌그린티러버",70,189,34.3,2.8,4.2,8.4,118.3,14,2.8,0,2012,
8720,"아이스크림,스노우모찌-스트로베리",70,133,0,2.1,0,6.3,80.5,0,1.4,0,2015,
8721,"아이스크림,스노우모찌스프링스트로베리",70,179.9,34.3,2.8,3.5,8.4,108.5,14,2.1,0,2012,
8722,"아이스크림,스노우치즈초콜릿",115,317.4,0,5.75,0,33.35,165.6,0,10.35,0,2015,
8723,"아이스크림,스위트마리아주",100,210,26,4,11,24,90,45,7,0,2012,
8724,"아이스크림,아몬드봉봉",115,331.2,0,5.75,0,35.65,139.15,0,10.35,0,2015,
8725,"아이스크림,아이스도라야끼",114,188.1,23.94,4.56,7.98,18.24,91.2,96.9,5.02,0,2015,
8726,아이스크림롤-바닐라,33,29.7,0,0.66,0,2.64,11.55,0,0.83,0,2015,
8727,아이스크림롤-초콜릿,33,33,0,0.66,0,2.97,11.55,0,0.83,0,2015,
8728,"아이스크림,아주특별한파티케이크",115,317.4,0,13.8,0,27.6,98.9,0,8.05,0,2015,
8729,"아이스크림,애플민트",100,120,24,1,2,15,37,9,1,0,2012,
8730,"아이스크림,엄마는외계인",115,317.4,0,5.75,0,34.5,139.15,0,10.35,0,2015,
8731,"아이스크림,엄마는외계인2",100,240,28,4,13,26,105,40,8,0,2012,
8732,"아이스크림,올라!샹그리아",100,110,29,0,0,21,10,0,0,0,2012,
8733,"아이스크림,와츄원NO4",115,278.3,0,5.75,0,29.9,125.35,0,8.05,0,2015,
8734,"아이스크림,와츄원NO6",115,290.95,0,5.75,0,32.2,132.25,0,8.05,0,2015,
8735,"아이스크림,와츄원NO8",115,290.95,0,5.75,0,32.2,132.25,0,9.2,0,2015,
8736,"아이스크림,월넛",115,317.4,0,5.75,0,27.6,119.6,0,10.35,0,2015,
8737,"아이스크림,유자요거트",100,150,33,1,2,27,20,5,1,0,2012,
8738,"아이스크림,이상한나라의솜사탕",100,245,28.55,3.26,13.08,16.32,67.63,0,7.4,0,2013,
8739,"아이스크림,이상한나라의솜사탕",115,343.85,0,5.75,0,32.2,139.15,0,11.5,0,2015,
8740,"아이스크림,인크레더블가든",115,343.85,0,10.35,0,27.6,132.25,0,6.9,0,2015,
8741,"아이스크림,자모카봉봉",115,325.45,0,5.75,0,29.9,125.35,0,10.35,0,2015,
8742,"아이스크림,자모카아몬드훠지",100,240,28,4,13,23,80,35,6,0,2012,
8743,"아이스크림,자모카아몬드훠지",115,317.4,0,5.75,0,29.9,105.8,0,8.05,0,2015,
8744,"아이스크림,젤라또슈(딸기요거트)",33,23.1,2.31,0.66,1.32,1.32,16.5,6.6,0.33,0.19,2015,
8745,"아이스크림,체리쥬빌레",100,210,27,3,10,23,80,40,6,0,2012,
8746,"아이스크림,체리쥬빌레",115,278.3,0,3.45,0,29.9,105.8,0,8.05,0,2015,
8747,"아이스크림,초코라떼크런치",100,282,28,4,18,25,106,35,10,0,2012,
8748,"아이스크림,초코홀릭",100,260,34,5,13,30,100,45,8,0,2012,
8749,"아이스크림,초콜릿",115,290.95,0,5.75,0,35.65,146.05,0,9.2,0,2015,
8750,"아이스크림,초콜릿칩",115,304.75,0,5.75,0,32.2,119.6,0,11.5,0,2015,
8751,"아이스크림,카라멜초코크런치",100,250,32,4,13,27,135,40,8,0,2012,
8752,"아이스크림,카라멜프랄린치즈케이크",100,248,33,4,12,29,142,35,6,0,2012,
8753,"아이스크림,카라멜프랄린치즈케이크",115,327.75,0,4.6,0,39.1,187.45,0,8.05,0,2015,
8754,"아이스크림,카바나베리바나나",100,152.59,24.18,3.33,4.73,16.49,54.73,0,2.39,0,2013,
8755,"아이스크림,쿠키부키",100,270,31,4,16,25,150,45,9,0,2012,
8756,"아이스크림,쿠키샌드바닐라",65,123.5,0,1.95,0,6.5,48.75,0,3.25,0,2015,
8757,"아이스크림,쿠키샌드바닐라(동그린)",65,189.8,20.15,3.25,11.05,9.75,74.75,29.9,5.2,0,2012,
8758,"아이스크림,쿠키샌드초콜릿무스",65,143,0,1.95,0,8.45,52,0,3.25,0,2015,
8759,"아이스크림,쿠키샌드초콜릿무스(동그린)",65,219.7,24.7,3.25,11.05,13,79.95,24.7,5.2,0,2012,
8760,"아이스크림,쿠키앤민트향",115,264.5,0,5.75,0,28.75,132.25,0,6.9,0,2015,
8761,"아이스크림,쿠키앤크림",100,260,26,4,16,23,135,40,10,0,2012,
8762,"아이스크림,파핑트로피카",100,150,31,1,3,30,40,5,2,0,2012,
8763,"아이스크림,피스타치오향아몬드",115,331.2,0,6.9,0,26.45,112.7,0,9.2,0,2015,
8764,"아이스크림,핑크미니",115,296.7,0,5.75,0,27.6,105.8,0,10.35,0,2015,
8765,"아이스크림,해피초코지브라",100,250,29,4,13,26,105,40,8,0,2012,
8766,"아이스크림,해피큐브",115,290.95,0,5.75,0,32.2,125.35,0,9.2,0,2015,
8767,"아이스크림,해피큐브(PIB+SS+BCC+ABB+CJ+CHC+GT+NCC+MCC)",100,230,28,4,12,25,105,40,7,0,2012,
8768,"아이스크림,헤이즐넛젤라또",100,104,13,1,5,13,0,0,2,0,2015,
8769,"아이스크림,호두까기인형",100,220,31,5,10,21,100,20,3.5,0,2012,
8770,"아이스크림,홀리원터나이트",100,240,26,7,10,20,85,40,6,0,2012,
8771,"아이스크림,흰눈사이진저맨",100,230,22,9,9,19,70,35,6,0,2012,
8772,선데이아이스크림(복숭아),165,407.55,0,4.95,0,46.2,85.8,0,12.87,0,2015,
8773,선데이아이스크림(스트로베리),165,410.85,0,4.95,0,46.2,82.5,0,12.87,0,2015,
8774,딸기선데이아이스크림,168,416.64,0,11.76,0,58.8,126,0,5.04,0,2015,
8775,레인보우와플콘,111,265.29,0,5.55,0,25.53,46.62,0,5.55,0,2015,
8776,바닐라선데이아이스크림,140,270.2,0,9.8,0,33.6,91,0,4.2,0,2015,
8777,초코선데이아이스크림,168,487.2,0,13.44,0,62.16,228.48,0,10.08,0,2015,
8778,카라멜선데이아이스크림,177,564.63,0,12.39,0,88.5,203.55,0,7.08,0,2015,
8779,녹차,100,153.48,24.14,4.07,4.52,19.4,14.17,0,2.48,0,2013,
8780,딸기,100,142.97,26.54,2.35,3.05,18.81,24.03,0,1.8,0,2013,
8781,"아이스크림,바닐라",100,177.93,25.58,4.03,6.61,35.63,73.29,0,2.63,0,2013,
8782,요거트,100,158.46,30.01,2.6,3.11,24.57,36.79,0,2.17,0,2013,
8783,체리(칠리에지아),100,137.31,26.23,2.01,2.71,22.44,25.07,0,1.37,0,2013,
8784,초코,100,181.26,26.87,4.2,6.33,31.61,71.9,0,3.25,0,2013,
8785,티아미슈,100,156.2,25.29,4.3,4.2,42.44,82.66,0,2.14,0,2013,
8786,떡볶이,100,119.4,21.69,3.22,2.2,3.07,417.8,0,0.17,0,2013,
8787,어묵,100,112.1,12.5,5.56,4.21,0.29,606.15,0,0.63,0,2013,
8788,고기만두,100,169.91,16.08,6.35,8.91,1.19,467.2,0,2.19,0,2013,
8789,김치만두,100,172.22,22.61,5.28,6.74,0.85,460,0,1.17,0,2013,
8790,떡볶이,100,136.66,27,2.6,2.03,2.94,540.4,0,0.36,0,2013,
8791,어묵,100,131.12,17.84,8.29,2.95,2.42,451.77,0,0.32,0,2013,
8792,치즈떡볶이,100,157.44,23.55,3.59,5.43,2.42,444.84,0,2.2,0,2013,
8793,치즈떡볶이,100,174.21,30.76,4.89,3.51,1.45,477.58,0,0.52,0,2017,
8794,해물만두,100,140.35,12.04,7.5,6.91,1.03,353.98,0,0.43,0,2013,
8795,스페셜떡볶이,100,193.08,39.13,4.27,2.16,4.69,547.26,0,0.2,0,2013,
8796,치즈떡볶이,100,188.8,32,3.36,5.26,5.7,397.6,0,0.49,0,2013,
8797,떡볶이,100,188.62,34.3,3.01,4.38,5.2,563.3,0,0.19,0,2013,
8798,고기만두,100,196.1,0,6.72,0,0.8,370.9,0,1.96,0,2013,
8799,김치만두,100,187.68,16.99,7.33,11.25,1.59,452.8,0,1.24,0,2013,
8800,군만두,100,179.05,24.2,7.29,5.9,1.01,519.98,0,1.38,0,2013,
8801,김치만두,100,194.91,15.04,5.7,12.44,1.88,465.8,0,2.84,0,2013,
8802,만두야끼만두,100,178.8,15.74,5.68,10.34,0.72,486.59,0,1.93,0,2013,
8803,모듬만두,100,162.64,18.56,6.06,7.13,1.93,486.45,0,2.45,0,2013,
8804,불고기군만두,100,219.78,25.04,8.27,9.62,2.17,369.52,0,1.81,0,2013,
8805,비빔만두,100,161.23,16.35,4.05,8.85,1.03,474.19,0,1.32,0,2013,
8806,고추만두,100,138.87,16.64,5.29,5.68,4.77,321.94,0,1.18,0,2013,
8807,고기만두,100,199.4,12.88,6.91,13.36,2.23,493.55,0,2.04,0,2013,
8808,고기만두,100,213,11.4,7.87,15.1,1.96,375.7,0,1.93,0,2013,
8809,카레만두,100,143.38,14.77,8.15,5.75,4.49,453.24,0,0.41,0,2013,
8810,해물만두,100,154.51,7.94,8.52,9.85,2.93,437.24,0,0.21,0,2013,
8811,모듬만두,100,177.46,11.67,6.26,11.75,4.39,512.07,0,1.22,0,2013,
8812,새우만두,100,143.36,14.81,6.22,6.58,1.29,467.3,0,0.84,0,2013,
8813,비빔만두,100,206.81,13.56,4.45,14.97,5.47,367.26,0,1.85,0,2013,
8814,김치만두,100,250.37,34,5.85,10.11,1.42,345.7,0,1.83,0,2013,
8815,치즈만두,100,190.39,17.71,7.78,9.82,1.16,372.49,0,2.73,0,2013,
8816,해물부추만두,100,138.83,20.99,6.32,3.29,0.29,445.95,0,0.21,0,2013,
8817,튀김만두,100,285.45,22.71,5.02,19.39,1.01,322.31,0,3.87,0,2013,
8818,떡볶이(밀),100,158.81,30.38,3.97,2.38,5.77,506.3,0,0.12,0,2013,
8819,떡볶이(쌀),100,181.98,34.3,2.6,3.82,2.53,481.2,0,0.17,0,2013,
8820,떡볶이,100,193.32,43.23,3.37,0.77,6.28,356.1,0,0.3,0,2013,
8821,어묵,100,148.92,15.82,5.92,6.94,1.08,708.64,0,0.78,0,2013,
8822,떡볶이,100,212.63,43.25,3.62,2.8,4.09,531,0,0.33,0,2013,
8823,어묵,100,80.88,8.06,6.67,2.44,1.88,410.95,0,0.12,0,2013,
8824,"아이스크림,애플민트",100,159.96,27.16,1.48,5.05,17.23,23.22,0,2.41,0,2013,
8825,"캔디류,게랑드버터카라멜",20,17.4,3.4,0,0.4,2.4,36.4,1,0.26,0,2013,
8826,"캔디류,라메종드아모린카라멜",14,8.4,1.4,0.14,0.28,0.98,8.4,0,0.14,0,2013,
8827,"캔디류,라메종드아모린카라멜",14,8.4,1.4,0.14,0.28,0.98,8.4,0,0.14,0,2013,
8828,클래식쿠키,27,37.8,4.86,0.54,1.89,2.16,20.25,2.7,0.95,0,2013,
8829,보아씨에헤븐리펄캔디,15,7.5,1.89,0,0,0.87,0,0,0,0,2013,
8830,벨지엄쿠키세트,50,129,16,1.5,6.5,9.5,45,1.5,4,0,2013,
8831,플라이살구&요거트,30,36.6,5.4,0.6,1.5,2.7,10.2,0,0.9,0,2013,
8832,플라이딸기&요거트,30,35.7,6,0.3,1.2,3.3,11.1,0,0.6,0,2013,
8833,플라이체리&요거트,30,35.4,6.3,0.3,1.2,3.3,12,0,0.6,0,2013,
8834,라즈베리빙과류,100,125,27,1,1,26,21,4,0.7,0,2013,
8835,몽펠리에스틱쿠키,40,74.8,10.8,0.8,2.8,5.2,2,0.28,0.4,0,2013,
8836,아몬드크로칸트쿠키,30,60.3,6,1.2,3.9,1.2,27,0,3.3,0,2013,
8837,아몬드크로칸트쿠키,30,40.32,6.41,0.93,1.15,5.6,2.43,0.09,0.1,0.01,2017,
8838,"과자,유기농감자칩",125,891.25,67.5,10,65,3.75,253.75,0,5,0,2013,
8839,"과자,에스쁠레뜨고추감자칩",100,570,43,6,41,2,162,0,4,0,2013,
8840,"과자,보라색감자칩",100,570,43,6,41,2,162,0,4,0,2013,
8841,"빙과류,피치소르베",100,118,29,0,0,29,0,0,0,0,2013,
8842,"빙과류,레몬소르베",100,130,32,0,0,32,0,0,0,0,2013,
8843,"빙과류,베리믹스소르베",100,129,32,0,0,32,0,0,0,0,2013,
8844,"빙과류,자몽소르베",100,137,34,0,0,34,0,0,0,0,2013,
8845,라임빙과류,100,124,27,1,1,26,21,4,0.7,0,2013,
8846,"빙과류,파인애플샤벳",100,127,28,1,1,27,21,4,0.6,0,2013,
8847,"쿠키,칸투치",28,40.32,4.76,0.84,1.96,2.8,0.56,0.56,0.28,0,2013,
8848,"쿠키,고소한검정깨스틱",40,72,11.6,1.6,2.2,0.4,56,0,0.4,0,2015,
8849,"과자,고소한두부스낵",25,23.25,3,0.5,1.23,1.25,27.5,1.25,0.18,0,2015,
8850,다크초코칩쿠키,35,63,5.25,0.7,4.55,2.1,24.5,8.75,2.1,0.18,2015,
8851,"과자,땅콩전병",30,40.2,6.6,0.9,1.2,2.4,21,15,0.48,0,2015,
8852,"과자,땅콩전병",30,40.5,6.6,0.9,1.11,1.8,21,7.5,0.42,0,2017,
8853,라이스쿠키,36,46.8,6.12,0.72,2.52,2.88,36,14.4,1.44,0.18,2015,
8854,"과자,버터팝콘",30,36,8.4,0.18,0.18,7.5,40.5,3.9,0.12,0,2015,
8855,"과자,소피아토웨이퍼롤스",24,28.8,3.84,0.24,1.44,2.16,4.8,0,0.24,0,2015,
8856,"과자,스트로베리베로나",32,44.8,7.04,0.64,1.6,2.88,17.6,4.8,0.8,0,2015,
8857,치즈샤브레쿠키,32,48,4.16,0.96,2.88,1.6,35.2,12.8,1.92,0.16,2015,
8858,"과자,카라멜팝콘",30,34.8,8.1,0.24,0.15,7.5,83.7,2.7,0.06,0,2015,
8859,후르티아오젤리-망고,110,82.5,20.9,0,0,20.9,0,0,0,0,2015,
8860,후르티아오젤리-석류&알로에,110,93.5,18.7,0,2.2,16.5,5.5,0,1.87,0,2015,
8861,후르티아오젤리-오렌지,110,66,16.5,0,0,15.4,0,0,0,0,2015,
8862,후르티아오젤리-황도,110,77,18.7,0,0,18.7,0,0,0,0,2015,
8863,오렌지쿠키,35,61.25,7.35,0.7,3.15,2.1,40.25,3.5,1.72,0,2015,
8864,오트밀쿠키,35,57.75,7.35,0.7,2.8,2.45,29.75,5.25,1.65,0,2015,
8865,초코쿠키,30,52.5,5.7,0.6,3,3.6,30,1.8,0.9,0,2015,
8866,초코쿠키,30,45,5.63,0.68,2.25,3.09,11.25,0.68,1.58,0,2017,
8867,미니쌀약과,30,43.5,5.7,0.3,2.1,1.5,7.8,0,0.6,0,2015,
8868,"빵,마늘토스트",70,91.7,13.3,1.4,2.8,11.9,93.8,0,2.1,0,2015,
8869,"빵,마늘토스트",70,235.2,32.67,4.9,9.8,31.03,222.13,0,4.9,0,2017,
8870,"피자,오이쉬와푸롤드위드크리미체다치즈",14,9.38,1.26,0.14,0.42,0.7,7.7,0,0.28,0,2013,
8871,"주스,던킨오렌지",200,170,40,2,0,40,60,0,0,0,2015,
8872,"주스,던킨포도",200,210,52,0,0,50,60,0,0,0,2015,
8873,"주스,나츄나츄허니과즙(복숭아+망고)",200,260,64,0,0,64,20,0,0,0,2015,
8874,"주스,나츄나츄허니과즙(파인애플+오렌지)",200,250,60,2,0,52,20,0,0,0,2015,
8875,"초콜릿,벨지안씨쉘(대)",50,136.5,14,1.5,8.5,13.5,0,2.5,3.5,0,2015,
8876,"초콜릿,벨지안씨쉘(미니)",50,136.5,14,1.5,8.5,13.5,0,2.5,3.5,0,2015,
8877,"초콜릿,벨지안씨쉘(소)",50,136.5,14,1.5,8.5,13.5,0,2.5,3.5,0,2015,
8878,"초콜릿,봉봉오쇼콜라(대)",27,41.85,3.51,0.54,2.97,2.97,4.05,0.81,0,1.89,2015,
8879,"주스,수퍼데일리JUS라즈베리",220,266.2,63.8,0.44,0,63.58,52.8,0,0.66,0,2015,
8880,"주스,수퍼데일리JUS블루베리",220,266.2,59.4,0.22,0,59.4,156.2,0,0,0,2015,
8881,아침&딸기우유,200,270,40,10,7.6,40,140,54,5,0,2015,
8882,아침&바나나우유,200,290,38,10,10.6,38,220,40,7,0,2015,
8883,아침&초코우유,200,260,44,8,2,44,220,70,1.6,0,2015,
